,大白菜,上海青,菜心,云南生菜,甜白菜,云南油麦菜,苋菜,菠菜,红薯尖,竹叶菜,黄白菜(2),外地茼蒿,小白菜,木耳菜,娃娃菜,黄心菜(1),东门口小白菜,南瓜尖,牛首油菜,快菜,奶白菜,蔡甸藜蒿,紫苏,茼蒿,本地上海青,萝卜叶,枝江红菜苔,牛首生菜,荠菜,四川红香椿,豌豆尖,白菜苔,随州泡泡青,丝瓜尖,本地黄心油菜,紫贝菜,田七,油菜苔,青菜苔,马齿苋,甘蓝叶,面条菜,薄荷叶,鲜粽子叶,黑油菜,冰草,芥菜,菊花油菜,大芥兰,奶白菜苗,芥兰,蒲公英,黄花菜,小青菜(1),双沟白菜,菜心(份),茼蒿(份),小青菜(2),云南油麦菜(份),菠菜(份),上海青(份),云南生菜(份),枝江红菜苔(份),洪山菜苔,襄甜红菜苔(袋),紫苏(份),马兰头,竹叶菜(份),鱼腥草,春菜,红薯尖(份),蔡甸藜蒿(份),红橡叶,绿牛油,红珊瑚(粗叶),保康高山大白菜,苋菜(份),槐花,奶白菜(份),黄心菜(2),小青菜(份),小白菜(份),鲜粽叶(袋)(2),芝麻苋菜,鲜粽叶,鲜粽叶(袋)(1),艾蒿,鱼腥草(份),外地茼蒿(份),本地小毛白菜,黄白菜(1),龙牙菜,冰草(盒),洪山菜薹珍品手提袋,洪山菜薹莲藕拼装礼盒,白蒿,大白菜秧,鲜粽叶(袋)(3),木耳菜(份)
茼蒿,0.3476747346977254,0.06175649363408279,0.04296235008908126,0.060382142923745385,0.09423681772082693,0.03714620720778004,0.3987822022782543,0.40239013804081164,0.37634475779671206,0.4226064216552612,0.2022529871980923,0.26040058178252157,0.2437422758844399,0.3123563356339256,0.204226776876921,0.08507279412386234,0.03663296250777128,0.040040166995090325,0.5293634724869809,0.06638786203347993,0.006287539457975299,0.2839778137013903,0.003078322785639916,1.0,0.1207225788062753,0.058770981356836005,0.3343122130930048,0.0580534860465334,0.07880685635768357,0.01731496084595075,0.3123558748342273,0.10647968820842695,0.1968018451171247,0.00611290107820088,0.21939350343292008,0.006108251595016875,0.11354529994739246,0.029943876350517894,0.0478560351643981,0.10423626763273564,0.004467566163829717,0.0033196378278220833,0.0583896398256413,0.05353830138748223,0.2077085074828787,0.062277467522887514,0.06343978176694376,0.03432107569219982,0.02838420673558844,0.04083614663865541,0.021082167915308866,0.028448405063787884,0.04224012058368963,0.02042940603034641,0.023165857231339817,0.12009558863819364,0.007933265108620005,0.06808642703617188,0.024471748176679124,0.025792513007130025,0.05920261921758818,0.02970351761908608,0.04496349358008937,0.04974764246785427,0.0035195979418396954,0.09563270135682907,0.03838437661931663,0.13071195455647067,0.06825258631131238,0.07976814761361667,0.13166453532676392,0.027144763951127828,0.021082167915308855,0.021082167915308907,0.021082167915308907,0.08431922314100555,0.07913812324371518,0.0637907327264994,0.1234156873677082,0.04947923086659724,0.03169878731807368,0.12895409350138642,0.03598928177657032,0.021082167915308814,0.05710398628922053,0.026160687118746535,0.036266930658523634,0.08082105643996682,0.029075871942865456,0.23081834468817167,0.22412056495143015,0.17023243221057602,0.04099781037981691,0.009382056671467935,0.027180331761690102,0.03418248122554841,0.01823332576253923,0.05637679604243562,0.10330326007283518
本地上海青,0.04751089491784163,0.011845338803715052,0.07672134041213814,0.07915576396063762,0.0845247128509152,0.024935676827283922,0.30679391542702134,0.040328998112940835,0.09709745279895776,0.2787627520685218,0.02758657633791882,0.07811889872076931,0.12421071916994397,0.0539261586477535,0.034835298531373037,0.04721545032389869,0.2375064379432782,0.012008020077823867,0.0717709398513731,0.019909676708380713,0.12223356554691164,0.002488753789781186,0.0018424053566118402,0.1207225788062753,1.0,0.33690357558211603,0.08497077533167462,0.36399920263807484,0.02017806974378528,0.012636637548438514,0.029346514247457094,0.0503085043875821,0.058121238236399406,0.02128084672909413,0.056189819948394816,0.10105779456371501,0.326992896342838,0.022872350518170263,0.01060665885628446,0.2551613547665502,0.0063225284660307305,0.029201959366604326,0.029307147544546032,0.1305141317059822,0.017713105184216874,0.018676972064141414,0.01902554935107116,0.010292868310339048,0.008512405165938524,0.012246733855981653,0.006322528466030717,0.019434301418773954,0.01266778473028945,0.14838442628936296,0.008000740411941794,0.0839494835228979,0.04308826482950767,0.04047482382765926,0.11559076852045586,0.11438621344182484,0.08015442347445736,0.12194159801725225,0.04079072417943616,0.013729050001965342,0.00964647550721322,0.034229420461085215,0.0203617066677584,0.03983135609281221,0.029086747329945983,0.02392241566406494,0.039486108635236,0.021983912258318576,0.006322528466030728,0.00632252846603072,0.006322528466030707,0.07548257591567561,0.037778452529588134,0.021806825923031913,0.09354412699144864,0.07745266210308192,0.07697990211182636,0.03920895451805646,0.010793162231628725,0.00632252846603072,0.017125448402071294,0.007845573076907862,0.010876428951008035,0.054449487737102585,0.025660592326432443,0.03145417101234775,0.03624075465434084,0.039272444615212926,0.02889380773094417,0.006322528466030713,0.010960964281761534,0.022143779617518133,0.010967712425319314,0.016907364519332706,0.03098058060575439
萝卜叶,0.10592885333192122,0.046172100161995785,0.004316209720380894,0.06556058152178593,0.08158665526791967,0.08464832344613518,0.12544691435712613,0.14800454851742115,0.08380229143974359,0.013089320527137469,0.02408757168671994,0.08116059706886068,0.08188461325656816,0.12156491265998627,0.05238308186944512,0.06579144930576467,0.32666093391083045,0.01828380130846639,0.08533442716974131,0.030315120285658533,0.12326528435264231,0.1561816565592563,0.023656242704539684,0.058770981356836005,0.33690357558211603,1.0,0.02528275678142331,0.16761567218316503,0.0307237842369269,0.15128149843590008,0.0009881248641750054,0.10074155340303102,0.05118409592185753,0.034520189840421406,0.06284740406803106,0.10962506871288205,0.15378657237576615,0.029146909605895072,0.13610802924205853,0.15480582277380292,0.009626887154653891,0.006809178281321053,0.05064139149105639,0.02444754201653418,0.020747419567997832,0.028438164164564208,0.028968919261038405,0.015672255530951237,0.01296126453007974,0.018647274658872524,0.0096268871546539,0.012869718442610414,0.019288380392932413,0.08666407190445054,0.012182187160289206,0.02457077446732482,0.11982659704247661,0.030761581443090595,0.12861679652446353,0.07828061404150263,0.02534060401513317,0.13340321974512223,0.0013065876442658756,0.003863916449993272,0.0005875016353460244,0.12332033552514718,0.038325759094007546,0.03852313647801654,0.08040812161139711,0.058235681735595214,0.04937642033481192,0.0161148792436521,0.00962688715465388,0.009626887154653894,0.009626887154653912,0.09388190683627891,0.04259150661885995,0.018069464082397745,0.11116427749772041,0.08389542325568716,0.0833476974717945,0.05727658112888261,0.01643401930161543,0.009626887154653882,0.02607576385387,0.01194592433719783,0.016560803912473217,0.0667293324056327,0.03291769818075264,0.019552172768049127,0.033229384785429236,0.035052681491672885,0.04399464992344947,0.00962688715465388,0.016689520152205112,0.03371683792342074,0.016699795094719482,0.02574370225214639,0.04717203806667794
枝江红菜苔,0.20834301767750177,0.043060946734665935,0.06136117122068163,0.13953848658871423,0.18677277080620786,0.00559403734641925,0.3213314766591858,0.33496379292606193,0.2819946360347034,0.2955920015924913,0.20478610397973437,0.10647427345503534,0.24579715314846984,0.2680980178587137,0.19809681802829868,0.03561601571927197,0.012715677323410748,0.025300396978835175,0.1939798630985873,0.04194885761163611,0.010431689651183006,0.08283949917620866,0.02937682656967669,0.3343122130930048,0.08497077533167462,0.02528275678142331,1.0,0.03055080965282691,0.004123613308556949,0.11587196674763856,0.04449015842148297,0.030590329283244518,0.13963965724103242,0.06156861545831267,0.011000869247588066,0.06637314780012196,0.11369775511245155,0.04819108763962405,0.022347787390750863,0.10761766136531341,0.013321303517469848,0.011539136475772739,0.010844090918593964,0.03382953619653765,0.040394061989595394,0.036171681994659054,0.036854696917239034,0.021686643810945618,0.017935282298592127,0.02580335694330625,0.013321303517469806,0.010137838602306529,0.026690493556938796,0.03500532617029949,0.009573205845000859,0.06692627893240928,0.10702813346927398,0.1657098183404207,0.008478267534145052,0.0007480804799743614,0.04229229596303359,0.01645370865458843,0.16613992667645436,0.02263558820287502,0.021226321712424286,0.06690342576049958,0.02287142299106225,0.0839230043606091,0.061284562275987726,0.05040353106265239,0.08319558238129861,0.046319185317696285,0.013321303517469825,0.013321303517469801,0.013321303517469815,0.1692674139767923,0.0749167128687746,0.04594607180245874,0.03310465472612252,0.09869584425708602,0.01093526829477559,0.08261163022736184,0.02274074221623589,0.013321303517469818,0.036082604809525284,0.016530294926705567,0.022916181717649815,0.22677506320671256,0.05406579672278887,0.009952617050208168,0.019885296513086903,0.013001572220795685,0.04585678336994728,0.015614527111779417,0.13237532897693996,0.030193818391487635,0.006048902519506577,0.03562311117342091,0.06527478992210636
牛首生菜,0.00495591134344041,0.05072816634447335,0.0071105179697454855,0.052190962088604874,0.12409675115595771,0.024778970567819653,0.05150294043301346,0.08425259826824702,0.028144326510551803,0.056667323644481085,0.0757274013977662,0.120402994453894,0.033982000730216934,0.0651988153711628,0.051828425563251984,0.01915520721017391,0.1378650671567814,0.01583274240595651,0.020880469404666997,0.02625118717879345,0.0207067453193461,0.04327903552486079,0.03888588387930533,0.0580534860465334,0.36399920263807484,0.16761567218316503,0.03055080965282691,1.0,0.026605067149477385,0.011119878607859025,0.024942730279059692,0.12420958467858069,0.03498960043818447,0.02805909402705219,0.07928051915579418,0.09098978173805944,0.20818064939086894,0.030157514030286436,0.34107207284032975,0.003051785411674446,0.008336342203646012,0.032259435172232905,0.03634247602453634,0.07969982570428574,0.024567824719192912,0.02462584886586777,0.025085452893572592,0.013571290813961042,0.011223725258116284,0.016147489860893368,0.008336342203645996,0.025624398211276576,0.013889387284437688,0.06256062622520892,0.010549088124289435,0.06283676758921122,0.0352667776593403,0.14098425252474306,0.09206386263907017,0.08037658440994776,0.07770583114667405,0.11747632760109604,0.07507332219457985,0.04667982464204278,0.012719012863172502,0.04513196957976372,0.02684719500191644,0.05251820005381837,0.03835128313556551,0.031542039610413304,0.052062986452684375,0.028986095759775336,0.008336342203646005,0.008336342203646008,0.008336342203646022,0.10235519316908778,0.04981141799564854,0.02875260495013,0.12084427347305302,0.1012824220212116,0.10149907750597066,0.05169755487315546,0.014230935345841356,0.008336342203646025,0.022580143219216843,0.010344497823016701,0.014340723679836272,0.07263534594357327,0.03383384984831708,0.041472764369466064,0.04868711938366563,0.052988090294795044,0.023781361145330405,0.00833634220364602,0.014452184695669721,0.0291968831086408,0.014461082217324074,0.007689697259263864,0.003582205030875612
荠菜,0.10207383288193025,0.009247384643686652,0.024579123388469872,0.03544254759863806,0.01818115079921623,0.05078380499743444,0.07887160643835607,0.009399692634782806,0.05992551142068244,0.0744154122927008,0.035005157404892906,0.042985118326883856,0.040686323528762725,0.060206510893301646,0.014690249599905092,0.0015372485602439866,0.03589884835091547,0.005540540266289738,0.1421195447159233,0.009186390826853635,0.017533359470980066,0.04825906865878421,0.015827930139905036,0.07880685635768357,0.02017806974378528,0.0307237842369269,0.004123613308556949,0.026605067149477385,1.0,0.01068508928586695,0.01354057894719541,0.08390144254598568,0.004569594853057696,0.00981905321935923,0.027743577041320234,0.11646888075683492,0.01499885837322467,0.14690428511421239,0.004893947553649743,0.02356721859570999,0.002917235591194529,0.023778607319575155,0.01352241501998537,0.007408338598150024,0.008597311736760559,0.008617616818017242,0.00877845153361833,0.00474916355564469,0.003927651959206454,0.00565068359478436,0.00291723559119453,0.008967051092526351,0.005844957863826155,0.06874821735931794,0.0036915681457228545,0.04046691495687133,0.025773648624635735,0.018675217873950194,0.046631735946579926,0.046614918661897785,0.02869865609204178,0.04717206822707198,0.01882097534335906,0.006334629177900177,0.004450915773716658,0.015793568059287662,0.009394958948431412,0.01837831972822156,0.013420721630419383,0.011037881881830762,0.018219021406921464,0.010143449984959379,0.0029172355911945298,0.00291723559119452,0.002917235591194531,0.02062014333229204,0.017431103219493548,0.010061741762878933,0.032419210136120674,0.036302160103201614,0.031864423523160594,0.018091141578585993,0.004980000829226936,0.002917235591194523,0.007901738657580473,0.0036199734230128156,0.005018420369548565,0.01836494364116509,0.011839882355294127,0.01451305876466012,0.017037664005281217,0.010890909702017525,0.010353267491803453,0.002917235591194532,0.0050574252513632565,0.010217213314398399,0.00506053886716854,0.007801114031213167,0.014294542581271556
四川红香椿,0.008600376818275567,0.12014337222484735,0.07407608338873387,0.02295110682999866,0.12719712109039288,0.012752552417505445,0.25890303401895515,0.03772643645668015,0.08769016016781238,0.06462241462361507,0.02949430843535732,0.06605744028699148,0.1136660458179015,0.13054976071877317,0.012681704723122435,0.0013015934244004423,0.1718891035701028,0.015683294368281888,0.10626286504442226,0.026003397610195215,0.04010207654026104,0.47059859766949513,0.11749393212624398,0.01731496084595075,0.012636637548438514,0.15128149843590008,0.11587196674763856,0.011119878607859025,0.01068508928586695,1.0,0.08550468686552556,0.20722522826580175,0.029670958640240563,0.006254994111686258,0.07853217640443363,0.19839146318296288,0.12706306062900194,0.18469903003858243,0.09598285849061834,0.20229177523689137,0.0403146676296771,0.2137484259143677,0.14229984930462225,0.020970365601637862,0.02433592470464867,0.024393401151207108,0.024848666895733416,0.013443189015241993,0.011117782543189389,0.01599507086668465,0.008257654004736768,0.10368062265043768,0.0165449920662658,0.12600374955672788,0.010449513427814935,0.029662557283439757,0.02907463342927827,0.05286288434559032,0.0063751856956916885,0.057574009555070166,0.026820343868537672,0.01173861369180332,0.053275471780975206,0.017931076995392915,0.012598955865791944,0.23516056870525487,0.20677403265726452,0.002047743008721177,0.19844667404383032,0.2691529338977957,0.024215771189825094,0.03201375536765738,0.033449417700343716,0.03344941770034383,0.03344941770034381,0.09807913793277705,0.04151666954298305,0.021385058645348235,0.07663453000319596,0.09683567200411067,0.09992828407252333,0.05097664659475093,0.014096607046474254,0.008257654004736766,0.022367005279623157,0.01024685429034625,0.01420535906909274,0.05512162568559199,0.0335144861943676,0.04108129565905332,0.04822755310857864,0.05248792639951809,0.015440778815691234,0.008257654004736773,0.014315767984811972,0.016219914650450955,0.017506208672294514,0.022082172833657866,0.04046275424186204
豌豆尖,0.2747839846011278,0.06120799383052069,0.05265716310993015,0.03579723670479135,0.027120493142506488,0.004096855554823289,0.07107254787122516,0.10096433748637564,0.08187117101974788,0.09987781647999988,0.03150064690007714,0.05443153661317305,0.06844604550417359,0.08756294591875582,0.4113755492047764,0.052085471349439576,0.032952382225874606,0.008058032603111574,0.24579977533178682,0.013360472666915948,0.04610077407675978,0.09894285914885557,0.01463879603217905,0.3123558748342273,0.029346514247457094,0.0009881248641750054,0.04449015842148297,0.024942730279059692,0.01354057894719541,0.08550468686552556,1.0,0.06681150444336047,0.17794609716425555,0.013978470653109943,0.18740771017187108,0.026571656225913245,0.03691386649952561,0.015348587443285898,0.00711764323511288,0.03366271377483847,0.004242759437708191,0.016290671602548882,0.005224536832280619,0.010774514955156002,0.46222823297714055,0.012533261007632267,0.012767175268649593,0.0069070727635955585,0.005712285448681486,0.008218222492430656,0.004242759437708191,0.014961609178505126,0.008500770460434666,0.022644798649773836,0.0053689306538986705,0.2651846258504002,0.021592030474186102,0.02716080152220912,0.03933585220202129,0.11296943327986696,0.213300868027971,0.055583999163575065,0.02737278778784273,0.009212937004485292,0.006473308142263564,0.006138218357015132,0.08485563583446952,0.020860422191351518,0.017234279121385886,0.00778053377319713,0.026497320015340893,0.014752397195656495,0.004242759437708197,0.004242759437708195,0.004242759437708195,0.17258898797760397,0.025351390171367272,0.014633562662231534,0.08886511273310904,0.13421422790830304,0.05765740381721959,0.02631133457412368,0.007242797113052314,0.004242759437708188,0.01149210449952913,0.005264804958193823,0.00729867359686597,0.05521276494174963,0.017219648888113795,0.3604179400019084,0.14888850966033124,0.16566082508682994,0.011297565347936571,0.004242759437708194,0.0073554013877017484,0.00026179468560570386,0.007359929757944842,0.011345758388685573,0.020789649498132456
白菜苔,0.0884268845789062,0.1523544402119777,0.019032456482261453,0.06323089946344546,0.11078670472335332,0.23292553434237934,0.061598576610669926,0.06914210371806782,0.12495928303424829,0.15407690531115864,0.061397531989172076,0.07912936359457526,0.1268126907840339,0.1501084868818813,0.0418766015589373,0.041424397784936624,0.022569504049418765,0.013813823514117982,0.014090849320111884,0.02290375586401893,0.04705439620384974,0.15282391287226993,0.2843634598698981,0.10647968820842695,0.0503085043875821,0.10074155340303102,0.030590329283244518,0.12420958467858069,0.08390144254598568,0.20722522826580175,0.06681150444336047,1.0,0.2232006595207785,0.007748055877575862,0.06917102998617412,0.21301752897480444,0.22231116318905159,0.12405541493953849,0.3150645665796599,0.01755866455587307,0.13363304197076664,0.1762563850812087,0.01963942651482739,0.01847066838415084,0.021435048085481228,0.018031977782807757,0.021886670682721474,0.011840741885139108,0.009792527151091428,0.014088435813272081,0.007273329976690292,0.0029669918765727757,0.014572805628650222,0.05873632465066811,0.009203916658745629,0.022148555901857235,0.22974866264628221,0.09269248919258567,0.09645324609159017,0.05617217039220411,0.0521367036419781,0.1046755949812315,0.09501093207924273,0.007502249075651054,0.0008782550639091069,0.002356339983028816,0.09816760700255775,0.04027926938056441,0.020882878557335168,0.02751994299418681,0.04542415255898609,0.025289921412365055,0.007273329976690282,0.007273329976690278,0.007273329976690298,0.08887254733030174,0.043459693812802805,0.02508620428276682,0.08843919535877053,0.0905095187012685,0.08831126811772719,0.04510531914297606,0.012416271563561706,0.00727332997669029,0.019700826638625834,0.009025414776884767,0.012512060191383012,0.05812820533530065,0.029519512073409637,0.036184347155605305,0.04247876061722087,0.04623129139062277,0.010714830135754121,0.007273329976690302,0.012609308208305746,0.024555880558620197,0.012617071158696437,0.019449946622778057,0.0356395367495382
随州泡泡青,0.10166684801374844,0.0594307415289763,0.053578194846884655,0.0789591220060215,0.12577931450786936,0.042779390107171494,0.1117997733650122,0.002830839673138439,0.07558955475786967,0.08707304834140314,0.09281394595078775,0.09002736510151331,0.11282919553973296,0.10496259552472667,0.1863034959341397,0.004069182066432976,0.04177990693271615,0.015959061737041032,0.030669368400593748,0.026460628621063888,0.04259663210761554,0.030227303954889557,0.12131587510339896,0.1968018451171247,0.058121238236399406,0.05118409592185753,0.13963965724103242,0.03498960043818447,0.004569594853057696,0.029670958640240563,0.17794609716425555,0.2232006595207785,1.0,0.04281145502252452,0.23612856538853882,0.029464936169995383,0.046311375594060324,0.015709108655673532,0.21064678018236063,0.021024332664258464,0.12057511810123123,0.05877955806475913,0.13012278271907424,0.021339098242120366,0.47138335712051305,0.024822322772684736,0.02528559368713941,0.013679567468353405,0.011313272187544483,0.016276320360728586,0.008402852549349643,0.025828838905030033,0.016835911105411216,0.08012643345685459,0.02969698830074524,0.24140504003085847,0.0742388340884332,0.05379239941931666,0.013041867377314055,0.049526610333367714,0.16867765831227496,0.026227444989022332,0.054212241590139564,0.027696212234695084,0.012820489736586919,0.006671743477534806,0.027061391609628768,0.049676667892156676,0.03865726350887702,0.03179369338222813,0.05247836374199687,0.029217357289411,0.008402852549349641,0.008402852549349643,0.008402852549349653,0.23444844023702974,0.045894356281444344,0.027565144749490355,0.09483923297657587,0.19137933568413235,0.10536882729029219,0.05211001661748538,0.014344474882297046,0.008402852549349644,0.022760295748331025,0.010427029958758239,0.01445513914723022,0.008455096139625614,0.034103788509053955,0.17470841157399675,0.21467387766026996,0.23601619548006372,0.02143431261688921,0.008402852549349638,0.01456748943926112,0.024571808024794004,0.0145764579485533,0.02247045494810558,0.04117423149963724
丝瓜尖,0.041457904054649074,0.017977315733042638,0.004426790570214743,0.008775980209745323,0.04893052539298326,0.00881718788164066,0.04998488641291437,0.005947305401921372,2.2804750822345442e-05,0.0014766314347183927,0.02247556731947928,0.029482996918436886,0.016859267244858082,0.0631141079459338,0.012475736083741678,0.005976812090598058,0.02428615030737768,0.005843343278144883,0.031137926794982188,0.009688447788225045,0.0014088891035202407,0.09003967685975418,0.0010211725293411784,0.00611290107820088,0.02128084672909413,0.034520189840421406,0.06156861545831267,0.02805909402705219,0.00981905321935923,0.006254994111686258,0.013978470653109943,0.007748055877575862,0.04281145502252452,1.0,0.007851950614085348,0.019268637450897283,0.02676836944008507,0.011130144252718917,0.005161412816581351,0.011378316193051224,0.003076669090609623,0.00888255974777045,0.002106061371406874,0.007813220998159169,0.009067174198294876,0.11360011857318435,0.2009366581799705,0.005008716046796434,0.004142306990233439,0.00595950618776353,0.003076669090609621,0.04001394426336468,0.006164397983429923,0.002492229070158996,0.0038933206642984427,0.01700004989601567,0.030545224460928864,0.01969586061770749,0.030002630274204547,0.009232290452222085,0.0180179053317377,0.03371009649036676,0.019849584061302293,0.00668083093835382,0.0046941683514472475,0.056674066840958735,0.016701201353475307,0.003457993915449077,0.11169274528079078,0.03273335685265973,0.014381394236946912,0.029229365711956896,0.003076669090609628,0.003076669090609628,0.0030766690906096263,0.035762366758324046,0.018383752293616277,0.010611638625617365,0.02361054721894764,0.03791300069413655,0.03727519134268983,0.01907986323651237,0.005252169097600685,0.0030766690906096194,0.008333586482776418,0.0038178131286446277,0.005292688352384149,0.017952640217918616,0.012486958608670886,0.015306230133147063,0.01796881073968267,0.01955615731670967,0.014060306036332095,0.0030766690906096155,0.0053338249388924,0.010775607047802005,0.005337108720818375,0.008227462493807918,0.015075771547882685
本地黄心油菜,0.1427295932759665,0.2611117271241744,0.19390588350112628,0.25280563637613607,0.09297092620318738,0.22024985418809356,0.22978161620837972,0.04241509388926018,0.1566338181694519,0.17206485856509063,0.13578426970228047,0.12650733007364545,0.16439419716738748,0.12434777501695478,0.4188529392503425,0.09382253271248679,0.16783864103486626,0.0165102725073806,0.1300323985785493,0.027374553494982683,0.11753298346486928,0.0867741244085523,0.04173792952075724,0.21939350343292008,0.056189819948394816,0.06284740406803106,0.011000869247588066,0.07928051915579418,0.027743577041320234,0.07853217640443363,0.18740771017187108,0.06917102998617412,0.23612856538853882,0.007851950614085348,1.0,0.049070228400876,0.0756335975822307,0.031448043681798626,0.014583488949480054,0.07022802516635186,0.008693079061602925,0.040150857823970876,0.02146414389969047,0.02207613034176384,0.36143883432509566,0.025679662125247783,0.026158933975211133,0.014152046680877675,0.011704021818087254,0.01683848894132299,0.00869307906160295,0.026720942364769948,0.017417407416578583,0.12339461041019037,0.01100051495632659,0.48546794015615385,0.07680297260742994,0.055650337587041965,0.2982110263681641,0.2065718717069368,0.37578340188873494,0.39658554977847643,0.05608468070599165,0.08487598689442485,0.013263297223660675,0.047063300687338855,0.027996066264153196,0.054765609914771474,0.03999244851843741,0.032891817226218374,0.05429091637078002,0.12054449402945311,0.008693079061602955,0.008693079061602951,0.008693079061602943,0.621524132154737,0.007829528083966919,0.029983014366804422,0.3059640694268777,0.4795108186268678,0.4991474746062697,0.014261591312078553,0.014839919362697506,0.008693079061602948,0.02354641465427361,0.010787169628033461,0.014954405865787775,0.26887330221841943,0.16774648040659296,0.4220291018426676,0.5041414554320001,0.5402053799372002,0.026246522943720242,0.08098451243293896,0.015070636629743589,0.03044630450808342,0.015079914902792377,0.023246563029264086,0.042596350182866394
紫贝菜,0.047032641748504446,0.18242326973429,0.038148116088633534,0.07747166033836614,0.09104413738331026,0.1189268137623858,0.12723632277875438,0.03405822737672659,0.02359866537352868,0.010214742954811704,0.008484375960957649,0.0596402273877436,0.047550889857414756,0.09961800045936756,0.011623845293998809,0.10774817935302028,0.13239112074964396,0.010872602407607845,0.027751481752128396,0.018027118335187147,0.013087329182328081,0.16575640085291424,0.22698306446125513,0.006108251595016875,0.10105779456371501,0.10962506871288205,0.06637314780012196,0.09098978173805944,0.11646888075683492,0.19839146318296288,0.026571656225913245,0.21301752897480444,0.029464936169995383,0.019268637450897283,0.049070228400876,1.0,0.2391975857913983,0.24564311463614366,0.05601891774329914,0.2431742489375671,0.0057247021387719635,0.02149779005008387,0.1375888985784015,0.039072885810934196,0.016871125882215558,0.016910972009984218,0.017226589590946598,0.0015471350682020016,0.007707515169185981,0.011088744617756323,0.00572470213877197,0.017596692129634675,0.011469983050075256,0.0794677631208069,0.007244230847529363,0.07417748952498203,0.05057749255862907,0.03664772911304626,0.09136105426525153,0.09048754681660816,0.06937281547572478,0.09831980986771444,0.036933759524640605,0.012430900443046919,0.008734353552452053,0.03099285951424394,0.018436406626911137,0.03606510443405897,0.026336451554831497,0.02166043298222433,0.03575250183062095,0.01990522465813124,0.005724702138771947,0.005724702138771942,0.00572470213877196,0.0674741798206528,0.02955009907549048,0.01974488271142278,0.07548688876863678,0.06159461924416923,0.0617310281256997,0.035501554005567905,0.009772615377453227,0.005724702138771947,0.015506152581439378,0.007103735351224571,0.009848008816815395,0.04845593046061111,0.02323425644701069,0.014683469929143851,0.03343423886130947,0.02903923811605935,0.02616175534887628,0.005724702138771957,0.009924550914073885,0.02004997576807826,0.00993066098729307,0.008843511301059025,0.02805121353063707
田七,0.06596337135489923,0.14058920059416477,0.08368934774786818,0.20680304065946092,0.1066149073194304,0.11495612898378363,0.21411810173584772,0.04146405058634569,0.09162582784972517,0.17961567677806814,0.050410812825143245,0.03653246140820709,0.1317878059554343,0.010338996346927776,0.025687257702295203,0.1278273103320936,0.08076438182443267,0.02779358158580755,0.11517499269972675,0.025043626710302285,0.06680233688406424,0.08479483387613443,0.1779132638716956,0.11354529994739246,0.326992896342838,0.15378657237576615,0.11369775511245155,0.20818064939086894,0.01499885837322467,0.12706306062900194,0.03691386649952561,0.22231116318905159,0.046311375594060324,0.02676836944008507,0.0756335975822307,0.2391975857913983,1.0,0.18355968508065507,0.15467088038321078,0.15700975957942498,0.06594490806511623,0.03460442575281358,0.09148337908704304,0.11302505904957866,0.023437699299505847,0.15655679798117678,0.04953143098001444,0.11288566973664235,0.12723321985396563,0.0837480055726062,0.04035010520908412,0.13084994637139033,0.015934325638662695,0.18279881418164995,0.0100638277164168,0.11031952933408444,0.07026324562972616,0.05091174477375945,0.13784530837682507,0.13361223947350087,0.1049655317508311,0.13277978255903786,0.05130910383706475,0.017269250946278045,0.0121339354330666,0.043055888907355205,0.02561221804055529,0.05010235113127767,0.036587115552781505,0.030091098749350613,0.04966807745738221,0.02765272888623138,0.00795286860192373,0.007952868601923742,0.007952868601923752,0.09764683144152313,0.04752008165183461,0.027429978705936046,0.08987131891035971,0.09896571608347318,0.09683009728996185,0.04931945581206217,0.013576309144129073,0.007952868601923735,0.021541451592103637,0.009868648614659406,0.01368104719025964,0.07020310742430774,0.032277485204865876,0.03956500795332681,0.046447501026903516,0.05055062631630791,0.03634442415372923,0.007952868601923731,0.013787380974490868,0.03905601908672222,0.01379586920816355,0.021267132152826145,0.03896929655479302
