,西峡香菇(1),金针菇(1),杏鲍菇(1),海鲜菇(1),姬菇(1),金针菇(袋)(1),平菇,蟹味菇(2),白玉菇(2),海鲜菇(袋)(1),姬菇(包),杏鲍菇(袋),鲜木耳(1),白玉菇(袋),虫草花,双孢菇,西峡花菇(1),黑皮鸡枞菌,鸡枞菌,银耳(朵),绣球菌,虫草花(袋),猴头菇,秀珍菇,金针菇(袋)(3),蟹味菇(袋),牛排菇,海鲜菇(袋)(4),虫草花(盒)(2),活体银耳,白玉菇(1),杏鲍菇(250克),金针菇(袋)(2),蟹味菇(1),海鲜菇(包),黑牛肝菌(盒),赤松茸(盒),猪肚菇(盒),牛排菇(盒),黑皮鸡枞菌(盒),杏鲍菇(份),海鲜菇(袋)(3),蟹味菇(盒),白玉菇(盒),金针菇(盒),虫草花(份),姬菇(份),双孢菇(份),海鲜菇(份),姬菇(2),海鲜菇(2),鲜木耳(2),西峡香菇(2),西峡花菇(2),金针菇(2),杏鲍菇(2),绣球菌(袋),双孢菇(盒),鲜木耳(份),和丰阳光海鲜菇(包),金针菇(份),黑牛肝菌,西峡香菇(份) ,茶树菇(袋),海鲜菇(袋)(2),菌蔬四宝(份),菌菇火锅套餐(份),蟹味菇与白玉菇双拼(盒),花菇(一人份),鹿茸菇(盒),赤松茸
姬菇(包),0.22086076058823287,0.5926815222880691,0.4576626344872307,0.4354024867547831,0.4308964163720146,0.22555318572890948,0.4011015795887183,0.056141645322004004,0.19596441253408337,0.44462797863390013,1.0,0.22467969035112037,0.42477752481294045,0.33509687386270454,0.21077458371821117,0.27806470218754514,0.06901927294622608,0.1937307343488901,0.23116100716673535,0.06983509789698429,0.14790786505122203,0.38058251235307394,0.019467901311529978,0.17336757210902876,0.2513210735423676,0.19304618203715385,0.014545043359207291,0.20173631398382721,0.03297368141141462,0.015950683284383455,0.03660128958181637,0.009270453029824325,0.16536273271456978,0.07954862880683689,0.1573008597022739,0.0260672204994928,0.03573219587322777,0.03729409290313846,0.06346936493686019,0.026067220499492793,0.056516602708152626,0.1910229502219353,0.01784919318391344,0.022683446831287483,0.25836727379077845,0.19448099548316233,0.11556864887163686,0.019592012440568393,0.1601539918771619,0.07936553442304253,0.08900013642085065,0.08877595271983262,0.08573408598045455,0.03816740867769126,0.1094031394088757,0.24906874724689604,0.022567989425598046,0.27065242793648975,0.16649328338111677,0.053169191309529136,0.0003574382808825524,0.024309682416403095,0.09163266916100216,0.097560560560603,0.09788188558097534,0.0290668046607505,0.0285621829730086,0.15745086895359722,0.02765268210165601,0.02140791608998489,0.025643615404988416
杏鲍菇(袋),0.12105221775040817,0.3118895315755484,0.13990622899963828,0.11512817196737872,0.0901802250269507,0.11089687484090101,0.28678126448196195,0.15117331611074458,0.0440618272723262,0.21636336112533963,0.22467969035112037,1.0,0.27589055731465667,0.22181509635737368,0.069117484032853,0.10610898248060531,0.13884823406428384,0.04721060212074172,0.0012569135406597844,0.013377168721277501,0.042941431693820475,0.2698167437778396,0.005053310438318207,0.0486340882321571,0.16562815803612432,0.19333198127507925,0.0020195045094979366,0.12819296655967827,0.0014997630595060798,0.005122174642748503,0.03884761860769464,0.005773134717297959,0.09590220656953585,0.051303386724333586,0.08111210340345962,0.013272795955706091,0.018193966820662797,0.018989246876786596,0.03076709812399325,0.013272795955706082,0.021282350818968246,0.0036770211202455925,0.011793298295658894,0.12885201501929802,0.04642834578518695,0.021398328114437645,0.06890357673907871,0.012539973430851418,0.08953032614027144,0.04041100370993161,0.04531670918911115,0.045202560290103666,0.049398545451623345,0.019433918071429884,0.06891349211590392,0.07363303365406285,0.01149107242877405,0.07882661063881997,0.03960427854267494,0.031165006073893695,0.008121700761760652,0.012377900224046208,0.03425550562629917,0.035173740801068894,0.014091234619089683,0.0148001114025185,0.007689850186544672,0.045108698220226104,0.014080074520044315,0.010900391244428036,0.013057106523637015
鲜木耳(1),0.0994834147285858,0.48912215457321945,0.2999938839310903,0.25850769976116184,0.23874760166738948,0.1460897996972878,0.46139415355317465,0.06539628058492937,0.09802812823289675,0.2901080730536584,0.42477752481294045,0.27589055731465667,1.0,0.38772853745617397,0.2198313518559528,0.25437638695310827,0.23077354143573292,0.13707900086236266,0.09505713182891148,0.0486169879177367,0.16198264522779102,0.4900376594309893,0.012946833329760123,0.3863149205441918,0.4931249317253081,0.42244809049044285,0.004111468894056597,0.42306103929810696,0.012832434589244025,0.09465449937197405,0.03246333555358496,0.016078438705769756,0.1592997695895999,0.08106028203432399,0.12815859533037657,0.02097125847333703,0.028746797745158308,0.030003354665894596,0.05106154134290417,0.020971258473337043,0.04943188674870718,0.17323724265707846,0.0624236777341147,0.06337220653179687,0.22177151906630632,0.18022059634819482,0.11153574685008288,0.01981338558543177,0.14325510410701567,0.06385011920594032,0.07160122288758135,0.07142086555567276,0.0780505982560153,0.03070594322294246,0.1088845681260993,0.2121586940396014,0.018156102967593443,0.22346850507824878,0.15588348242842268,0.04924127515256258,0.01283243458924403,0.019557306977513962,0.07513798497287606,0.08031286742776554,0.0816960427433583,0.023384444595711935,0.022978472971499363,0.12667030877886082,0.022246773254790717,0.01722281597715104,0.02063046525652106
白玉菇(袋),0.08922257536097437,0.36230930260721483,0.11528222395205735,0.06081335816517347,0.08475882509107904,0.1738550435784143,0.3622274922602196,0.029759053812528448,0.0938092923266767,0.29092146455376666,0.33509687386270454,0.22181509635737368,0.38772853745617397,1.0,0.1205562079254907,0.136985247586411,0.256002563068347,0.08716443139240775,0.05365768086959446,0.1513861580758121,0.08535513990765549,0.42745143101430655,0.004810252081343572,0.3551635619744645,0.3388286942152801,0.3163501427814524,0.0005857088567926886,0.23139385244304664,0.0271722810751958,0.0026702378877079907,0.05522983314338022,0.0071280769961860144,0.19785737991142605,0.0640607716852667,0.15286931518451474,0.035678376437235745,0.04890689190736164,0.048316674451098184,0.03621120921677812,0.03234152794058618,0.07361124795668504,0.07346530383997296,0.10080586015706007,0.10205306394371784,0.10004206890957143,0.11714200847928373,0.05225505639032619,0.0072265379786249735,0.02786801472108819,0.05433369163702404,0.04014746064752619,0.039574812721197984,0.031264273376485796,0.026918499012605512,0.03529589332200752,0.0982485120883722,0.030888955812289603,0.12600612599027064,0.048637927391737244,0.017146960344159468,0.02183180529977987,0.025946729335345413,0.030650574084070417,0.04738152581201843,0.11812825471762041,0.00028647856848013336,0.041343747599022436,0.11958272768981687,0.023508167429792105,7.007450992969091e-05,0.00453774942244646
虫草花,0.0001628425861443266,0.19294342738049017,0.07264445793600145,0.16338801210924206,0.13879008394356396,0.08959648844882499,0.03681490991109484,0.014408770447462048,0.04955064438855154,0.07227563582029076,0.21077458371821117,0.069117484032853,0.2198313518559528,0.1205562079254907,1.0,0.15823502256421285,0.009377622737384985,0.01396852074061035,0.2238424769183899,0.012898518738789092,0.27327041036282285,0.03715090915741276,0.050512474993169014,0.01373006971504424,0.02975410877581848,0.0005955625547591545,0.0016323166483040734,0.015998397958015997,0.007037293260355108,0.007037293260355107,0.037942531926378094,0.03159808721006696,0.08735982148302969,0.0444533710634124,0.06651757024143846,0.011500615482527383,0.015764712815942085,0.016453807273276142,0.028002094088751723,0.01150061548252738,0.027108393270509318,0.00897636592896836,0.03423307740629948,0.034753249573845506,0.06341435961256219,0.07702704578881461,0.06116608303265092,0.01086563924214715,0.0785609442723183,0.035015336367851785,0.03926603325001991,0.03916712548411859,0.042802863732040994,0.016839106078653302,0.05971217948562449,0.05113809114446818,0.009956787245598252,0.04527755344326467,0.08548633329592109,0.027003862077183152,0.007037293260355112,0.010725206010316632,0.041205589755313424,0.04404348970092846,0.04480202154916161,0.012824004144037164,0.01260136974406436,0.018923204758360585,0.01220010641019056,0.009444973668670115,0.01131372485073067
双孢菇,0.09962814710914175,0.32901098533248413,0.2803075305386625,0.418793140449167,0.3016510227371274,0.009929874406081118,0.23757383980665284,0.11678714878245644,0.09109480644220513,0.1357199304141838,0.27806470218754514,0.10610898248060531,0.25437638695310827,0.136985247586411,0.15823502256421285,1.0,0.07054104929810949,0.13657429418740286,0.017869692451969652,0.03995591901831223,0.03157830119056067,0.2451523417930572,0.015463460644351877,0.07276755631882394,0.3473828242036005,0.1930117419880554,0.0691110132764579,0.25333774546335397,0.04840996254065106,0.013506039207274,0.1440835303026417,0.06726938175211487,0.14203077908539882,0.0853153265418484,0.1348859408745442,0.022072089064391096,0.030255784647062512,0.031578301190560806,0.05374188152411489,0.022072089064391096,0.052026682534362115,0.18233087222963018,0.0657004431291519,0.06669876243026582,0.23341282675049266,0.18968079855066802,0.1173905200524032,0.020853436710285535,0.15077490083863015,0.06720176186266093,0.0753597391736566,0.0751699144619752,0.0821476573962445,0.032317770270420695,0.11460017473308087,0.22329540197030606,0.01910915943706883,0.2351988915421807,0.16406617238550916,0.05182606528804107,0.013506039207274006,0.02058391593504767,0.07908215420399128,0.08452867838790214,0.08598445982306234,0.024611948991716474,0.024184666963857824,0.13331953066792016,0.023414558611222883,0.01812688202143959,0.021713406811551268
西峡花菇(1),0.31340197562804645,0.2900143183053301,0.11684015579729917,0.026766779390525887,0.05531093128212404,0.007817551553256726,0.3394498455694827,0.008445206149332696,0.07712343275451615,0.002424392141604415,0.06901927294622608,0.13884823406428384,0.23077354143573292,0.256002563068347,0.009377622737384985,0.07054104929810949,1.0,0.026421506834212734,0.01701030208381271,0.03362145941993868,0.0251477420130269,0.5506333915097118,0.0043357945404005095,0.14553194258527394,0.3700419624884193,0.6867783219513178,0.02917593344013321,0.32411207410647946,0.1142842535308294,0.010755689090199616,0.027209610274409584,0.021986802720803892,0.06806231009313371,0.006135024072094661,0.05046220068831404,0.017577361053411428,0.024094540808720307,0.0251477420130269,0.014161166446135656,0.017577361053411428,0.04143204481686545,0.15712180722621796,0.0523213007559548,0.05311632377126942,0.029568940561910697,0.010614378039028722,0.04822313349964676,0.01660687328652119,0.09665577825415558,0.11382158551708303,0.1133551539784355,0.14698564778120513,0.03605406619962934,0.045778057029664365,0.04040948973035691,0.008692701682207293,0.042950235052739934,0.06697331816396386,0.09500967354416183,0.04127228097385805,0.010755689090199623,0.01028634684896593,0.0623335963719639,0.0666932721561666,0.06835975265377102,0.019600007611127297,0.01903182646009855,0.059957845518724254,0.018646452060566743,0.01443555021610845,0.013250134722441404
黑皮鸡枞菌,0.13232549949687558,0.11655497524342275,0.002316180541114872,0.0007173351645361081,0.0009277003024104791,0.12685749959167128,0.2138778503018975,0.1253240964953934,0.021731735292350843,0.28238843431453503,0.1937307343488901,0.04721060212074172,0.13707900086236266,0.08716443139240775,0.01396852074061035,0.13657429418740286,0.026421506834212734,1.0,0.004791688930763221,0.030133727841778483,0.007083951622010238,0.20047591882517052,0.0887047261315621,0.20874927307441973,0.026866506304191733,0.02116314879221969,0.07320456530846571,0.045631183702069686,0.0030298060611918484,0.003029806061191841,0.007664766194031394,0.006193536052508248,0.03761152290256641,0.019138763741322444,0.03025892602260149,0.004951425669965601,0.006787271849500831,0.007083951622010255,0.012055901503227003,0.0049514256699656,0.011671131385537459,0.0409022344260787,0.01473856233946711,0.014962515033747053,0.05236143523614887,0.042551041376438926,0.026334183080830947,0.0046780457224998686,0.033823292041862976,0.015075352758090858,0.016905429564813598,0.016862846239444104,0.01842816139300159,0.0072498365173404395,0.025708225682695426,0.05009179611751274,0.004286752481477367,0.05276210265969833,0.036804919332859794,0.011626126973840143,0.003029806061191844,0.004617584201109272,0.017740477904900197,0.018962295177276694,0.019288870226284633,0.005521191748998169,0.005425339689191679,0.02990753365171401,0.005252581494225738,0.004066398458956646,0.004870962578824064
鸡枞菌,0.01718789711550163,0.07872911695536224,0.049157155149746154,0.09678131506272925,0.05292499202072841,0.018043860681739285,0.019767868409856115,0.0069442882110263915,0.01036898009553917,0.05481804195377587,0.23116100716673535,0.0012569135406597844,0.09505713182891148,0.05365768086959446,0.2238424769183899,0.017869692451969652,0.01701030208381271,0.004791688930763221,1.0,0.014966572915447552,0.0033800040529778303,0.014720207746398414,0.0025061925442739336,0.004972113961292846,0.017043681674067016,0.009280239750518096,0.0039214166117171765,0.02177225284486097,0.0014456277107746743,0.0014456277107746706,0.0036571312430281272,0.002955155268804827,0.017945788824185453,0.009131781591176018,0.014437604610027788,0.002362500441208962,0.003238447632631485,0.0033800040529778316,0.005752297321822341,0.002362500441208961,0.00556870987986202,0.019515903765695505,0.007032289758682546,0.007139145515854748,0.024983494066789753,0.02030260792068725,0.012564970837535133,0.0022320611920805425,0.016138289797369827,0.007192984387992996,0.008066178807441638,0.00804586079568517,0.008792728059257852,0.0034591536079806666,0.012266304407330297,0.02390056891016508,0.0020453613370943016,0.025174666676055696,0.017560929711612862,0.005547236682125027,0.0014456277107746714,0.002203212860209605,0.008464609926755868,0.00904758219322355,0.009203402708120737,0.002634356004196679,0.002588621593811156,0.014269942872461031,0.002506192544273931,0.0019402226335921687,0.0023241086524609243
银耳(朵),0.08670330783149388,0.0782211736112576,0.13621807602488617,0.10176508238505107,0.09261171727749912,0.03401244874388615,0.0176645658721994,0.051302891865620405,0.067877862175909,0.005610705679719841,0.06983509789698429,0.013377168721277501,0.0486169879177367,0.1513861580758121,0.012898518738789092,0.03995591901831223,0.03362145941993868,0.030133727841778483,0.014966572915447552,1.0,0.0221263274833312,0.019798291909350084,0.016406145111581522,0.0012498307743566911,0.009336322387671653,0.02357231061877886,0.05641231283890971,0.0888817143834596,0.00946343011612612,0.009463430116126126,0.02394046937945876,0.019345164152705846,0.11507759828555586,0.05307073852356118,0.0784610308115217,0.015465501704251006,0.02119966477380218,0.010066432712675284,0.059532498018015606,0.015465501704251006,0.021454811829373945,0.12460975579514305,0.024351242714841428,0.0010264626014281676,0.32128839944236404,0.32387738101761954,0.03209676751067459,0.002112829302978907,0.09325703155568386,0.047087022872355555,0.05280316562795849,0.05267015898805892,0.012077193349388773,0.022644459694625356,0.04170970543718514,0.32629258060698924,0.01338943210036131,0.3655394259800258,0.15672730061218876,0.028687049682532727,0.009463430116126123,0.014422766510453123,0.05168955313915552,0.17929956250103846,0.2601996209332287,0.038428315772735706,0.007299365195139849,0.37443009050919174,0.15051351943830718,0.06806410217116728,0.005204409318213749
绣球菌,0.004100804862274638,0.2805468601148878,0.0425877016856334,0.05156913487406018,0.04910775515427729,0.026591029186235716,0.03165227626878014,0.010266317878103937,0.015329324258678029,0.12075179968921468,0.14790786505122203,0.042941431693820475,0.16198264522779102,0.08535513990765549,0.27327041036282285,0.03157830119056067,0.0251477420130269,0.007083951622010238,0.0033800040529778303,0.0221263274833312,1.0,0.011319727916900928,0.0037051125387330946,0.007350688926150747,0.002002436439115322,0.00779564685595745,0.005797355790107008,0.00875785253846627,0.002137191481863184,0.002137191481863184,0.005406640784761285,0.0043688514138182635,0.02653074973902657,0.01350027097947517,0.02134430971479179,0.003492680571365174,0.004787666038312937,0.004996940648582502,0.008504098770184215,0.0034926805713651745,0.00823268621063638,0.02885198103082519,0.010396417873171622,0.010554391611717461,0.03693517377175193,0.030015031106763308,0.018575839715641047,0.0032998413984162028,0.023858573842843442,0.010633986086885155,0.01192490190244883,0.011894864098572568,0.012999019990088121,0.005113954007889709,0.018134296332241038,0.03533419559252669,0.0030238275002543785,0.03721780011395859,0.025961780556313006,0.0082009405994048,0.0021371914818631844,0.0032571925140035805,0.012513935709673822,0.013375792018024179,0.013606154423680685,0.0038945872235302222,0.0038269742471217986,0.021096441446432402,0.003705112538733101,0.002868392224723802,0.003435922802214617
虫草花(袋),0.12220509788406549,0.5421718046107223,0.2518203676189201,0.07791728905404621,0.09617822616549129,0.13425607052720512,0.7192648942408619,0.13286886855381397,0.0667605228167832,0.3838294209610872,0.38058251235307394,0.2698167437778396,0.4900376594309893,0.42745143101430655,0.03715090915741276,0.2451523417930572,0.5506333915097118,0.20047591882517052,0.014720207746398414,0.019798291909350084,0.011319727916900928,1.0,0.010113925299936322,0.3101127984632202,0.581750457461746,0.6620518604316347,0.04523045230761258,0.4995987234490465,0.05321921456255897,0.009307652332293052,0.023546384653509316,0.019026722872681964,0.11554369216868411,0.05879483880365962,0.09295630072644316,0.015210923654665198,0.020850696507968034,0.02176210539710849,0.03703608002561872,0.015210923654665212,0.03585405503425628,0.12565285366883466,0.04527729213124091,0.04596528132102346,0.1608558518119267,0.130718036570669,0.08089937627060803,0.014371092505660654,0.10390613679590914,0.046311922091735576,0.05193397126397451,0.051803154050038144,0.05661184772399963,0.022271708619799418,0.07897641693954756,0.1538834544342124,0.013169028289715157,0.16208671378921363,0.11306578254503638,0.035715800172711615,0.009307652332293054,0.014185352953616929,0.05449926404945654,0.058252722242881916,0.05925597029083529,0.016961261619294794,0.01666680130401573,0.09187681314394308,0.01613608310495552,0.012492094324232785,0.01496373869866428
猴头菇,0.030994095297169958,0.014657930096383926,0.006197559100699113,0.02886297905178723,0.028409942941316296,0.008994928098659418,0.015166195120600197,0.007612230316878545,0.011366329023188376,0.08253574614563752,0.019467901311529978,0.005053310438318207,0.012946833329760123,0.004810252081343572,0.050512474993169014,0.015463460644351877,0.0043357945404005095,0.0887047261315621,0.0025061925442739336,0.016406145111581522,0.0037051125387330946,0.010113925299936322,1.0,0.005450360855563396,0.008069842905471716,0.0008668608716149867,0.004298601312288089,0.0157591769461945,0.0015846766079503265,0.0015846766079503274,0.004008895436796364,0.003239399322821989,0.0015799494294668922,0.06163099374481973,0.01582629755214548,0.0025897395003932062,0.0035499403970011,0.003705112538733092,0.061386742062770984,0.0025897395003932062,0.006104340846060817,0.008195650048862827,0.0077086963661903915,0.0078258301327567,0.02738655210980423,0.022255431057737186,0.013773542951213894,0.0024467538441887877,0.01769056455102885,0.00788484754134676,0.008842030888331388,0.0088197585718072,0.009638463880930844,0.00379187515915594,0.01344614904336469,0.02619946490120027,0.0022420961092136627,0.02759611281462932,0.019250042262222794,0.006080802231037012,0.0015846766079503278,0.0024151307116536684,0.00927878543443675,0.009917831370585889,0.010088639610602267,0.0028877437155842337,0.002837610303104536,0.01564250913166205,0.002747252747252745,0.0021268445525450545,0.0025476549656869756
秀珍菇,0.028512314992817436,0.12426518098825046,0.038602980515954115,0.027977793229722565,0.024058823313404535,0.19339537001851342,0.2799338206103821,0.040180057945715754,0.022550016499716233,0.28071112697412254,0.17336757210902876,0.0486340882321571,0.3863149205441918,0.3551635619744645,0.01373006971504424,0.07276755631882394,0.14553194258527394,0.20874927307441973,0.004972113961292846,0.0012498307743566911,0.007350688926150747,0.3101127984632202,0.005450360855563396,1.0,0.16048338896606854,0.14889852810946794,0.0282937539435862,0.11372216867200635,0.0031438896043825913,0.0031438896043825887,0.007953373341645262,0.0064267458763317105,0.03902773757468183,0.019859409860513873,0.031398287890683274,0.005137865386853977,0.007042838049300862,0.007350688926150737,0.012509851337661516,0.005137865386853977,0.012110593184284701,0.042442356708991325,0.015293524399501634,0.015525909751303075,0.05433303933807699,0.044153247414924025,0.02732576368111306,0.004854191660705948,0.0350968656371951,0.015642996238484783,0.017541982289629526,0.017497795542608368,0.01912205067295687,0.00752282000893939,0.026676236643065378,0.05197793980805195,0.004448164763977153,0.05474879339040625,0.03819076236028142,0.012063894187969843,0.00314388960438259,0.004791453536639261,0.018408473326525347,0.0196762965942524,0.020015168416702665,0.0057290852922282755,0.00562962404345589,0.03103366428125734,0.005450360855563387,0.004219513587401769,0.0050543725590401585
金针菇(袋)(3),0.07096916779444983,0.38067076608812667,0.2473905222587166,0.1852422171559766,0.19419418281832412,0.048722605794977086,0.47489971893180694,0.09524014376961788,0.07663669911829134,0.04612590224006791,0.2513210735423676,0.16562815803612432,0.4931249317253081,0.3388286942152801,0.02975410877581848,0.3473828242036005,0.3700419624884193,0.026866506304191733,0.017043681674067016,0.009336322387671653,0.002002436439115322,0.581750457461746,0.008069842905471716,0.16048338896606854,1.0,0.6078788586818263,0.05689619583218476,0.6648721098431312,0.0632951746674683,0.007741197302527169,0.02969819061651956,0.013512680797087253,0.13312976721121095,0.06807516129606496,0.10762875269664424,0.01761185339263167,0.024141821914934365,0.025197089832958486,0.042881946320788976,0.017611853392631674,0.041513347586949564,0.14548621026722433,0.05242397168867537,0.0532205547904813,0.1862457365361677,0.15135089414173775,0.09366873352206423,0.016639461221936845,0.12030693792109265,0.05362191019612858,0.06013135748779735,0.05997989176188977,0.06554760151565685,0.025787130086279548,0.09144224954334486,0.1781727987449238,0.01524766022283919,0.18767088080634464,0.13091236476593704,0.04135327023677505,0.010776795152453182,0.01642440408049862,0.06310156241899012,0.06744747571911422,0.06860907891548403,0.019638469022324825,0.019297530364003914,0.1063788761293966,0.018683042294321002,0.01446387732922697,0.017325652152997056
蟹味菇(袋),0.05146876069658733,0.4508940262632506,0.2379488948779324,0.11356680602518654,0.0735159877158188,0.03109999897505953,0.4473828458880152,0.0110876070226603,0.04208864903834445,0.04517467859403774,0.19304618203715385,0.19333198127507925,0.42244809049044285,0.3163501427814524,0.0005955625547591545,0.1930117419880554,0.6867783219513178,0.02116314879221969,0.009280239750518096,0.02357231061877886,0.00779564685595745,0.6620518604316347,0.0008668608716149867,0.14889852810946794,0.6078788586818263,1.0,0.015917392644499494,0.5886669947360057,0.12296194874948711,0.005867936556757,0.014844633894243203,0.011995248502410507,0.07284361630343235,0.03706674590408057,0.05860357217266335,0.009589607753780418,0.013145158403527254,0.013719749003584835,0.0233491067502911,0.00958960775378041,0.022603908346849378,0.07921685804120997,0.02854471441376027,0.028978451813187266,0.10141031266720653,0.08241016295368624,0.051002378525691096,0.009060142779712928,0.06550681061224162,0.02919698877373381,0.03274136566748686,0.03265889297893936,0.035690496265386326,0.014041024366384406,0.04979006386748912,0.09701461931723304,0.008302310803990794,0.10218629996615029,0.07128143757717113,0.02251674665158563,0.005867936556757001,0.008943044733013028,0.034358634424130084,0.03672497276178418,0.03735746264063959,0.010693094622718847,0.010507454421854731,0.05792301767602177,0.010172867287481813,0.007875543084188596,0.009433771933122847
牛排菇,0.1817984521401987,0.015512484563266657,0.029513038885651675,0.008956729531469735,2.4141410097984686e-05,0.023743341733723007,0.05388300845385923,0.07767335888259232,0.017784791335211284,0.10688531642687628,0.014545043359207291,0.0020195045094979366,0.004111468894056597,0.0005857088567926886,0.0016323166483040734,0.0691110132764579,0.02917593344013321,0.07320456530846571,0.0039214166117171765,0.05641231283890971,0.005797355790107008,0.04523045230761258,0.004298601312288089,0.0282937539435862,0.05689619583218476,0.015917392644499494,1.0,0.03277536741869758,0.002479529032521462,0.0024795290325214606,0.006272682119499665,0.005068658569559229,0.15422602263252466,0.18215258831604253,0.13059818324626338,0.004052141771814338,0.005554559355470013,0.005797355790107011,0.00986629414118715,0.004052141771814338,0.00955140643603721,0.03347352130999616,0.012061726882928083,0.012245005018941829,0.04285148825712329,0.03482286995471875,0.02155133700899984,0.0038284134199132133,0.027680264973877725,0.012337349019786618,0.013835045071073835,0.013800195780583797,0.015081216509271935,0.0059331124708056375,0.021039066747982456,0.04099406373081851,0.003508187328952447,0.04317938598028182,0.030120365522517147,0.009514575779836413,0.002479529032521461,0.003778932992912077,0.014518430925147062,0.0155183402718535,0.015785602366838507,0.0045184262488317944,0.004439982955658211,0.024475691342226127,0.004298601312288093,0.0033278542695954795,0.003986292484268392
海鲜菇(袋)(4),0.1508069755634446,0.29441693402935143,0.2272165070115943,0.13962526208462805,0.1525798356228095,0.07307509184106893,0.4441384575367015,0.021084101885756653,0.09854319273630764,0.12275172415135749,0.20173631398382721,0.12819296655967827,0.42306103929810696,0.23139385244304664,0.015998397958015997,0.25333774546335397,0.32411207410647946,0.045631183702069686,0.02177225284486097,0.0888817143834596,0.00875785253846627,0.4995987234490465,0.0157591769461945,0.11372216867200635,0.6648721098431312,0.5886669947360057,0.03277536741869758,1.0,0.06339468582146887,0.07742402716635716,0.0208299342867412,0.01057449261230086,0.15599840865744882,0.008175358720144315,0.1184024393255532,0.06634518983917813,0.09487258600477239,0.06856074054178808,0.01947847598132838,0.057747456255143215,0.04074888493488954,0.1840357384987345,0.06317694496108028,0.06571778310606005,0.23752879721551667,0.1933414386965257,0.11965603376665607,0.021255886131545138,0.1536846980306221,0.06849868526885959,0.07681410297172314,0.07662061484252347,0.08373302088506673,0.032941469285716306,0.11681183771402365,0.22760476864887152,0.019477946139378307,0.23973798306446,0.16723247715542092,0.052826253903045,0.013766691575418004,0.02098116388848597,0.08060835670161891,0.08615999308051915,0.08764386956802982,0.025086933751561864,0.02465140562943997,0.1358924575530814,0.023866434994624385,0.01847671180154348,0.02213245275233726
虫草花(盒)(2),0.027820440246910418,0.02049940341643068,6.355383892205837e-05,0.02695193161002445,0.0402351264468843,0.004997773525841781,0.07301632477040028,0.004390904087565541,0.0065563518825581275,0.008910749181116097,0.03297368141141462,0.0014997630595060798,0.012832434589244025,0.0271722810751958,0.007037293260355108,0.04840996254065106,0.1142842535308294,0.0030298060611918484,0.0014456277107746743,0.00946343011612612,0.002137191481863184,0.05321921456255897,0.0015846766079503265,0.0031438896043825913,0.0632951746674683,0.12296194874948711,0.002479529032521462,0.06339468582146887,1.0,0.0009140767824497254,0.002312420227357245,0.00186855772036975,0.01134720148532801,0.005774065807318244,0.009128961121770128,0.0014938194569327423,0.0020476847324553734,0.0021371914818631823,0.003637202986934929,0.0014938194569327427,0.0035211198370378085,0.012339992093251964,0.004446547854582876,0.004514113221498732,0.015797173574298294,0.012837428602925248,0.007944886521713159,0.0014113421439566586,0.010204311872464058,0.0045481557779937795,0.005100280463646731,0.005087433295130454,0.005559680762521434,0.002187238094853571,0.00775603841959626,0.015112435217788177,0.0012932910015652312,0.015918052858963295,0.011103853369699856,0.0035075422393271356,0.0009140767824497253,0.0013931012163795999,0.0053522102190437385,0.005720826156341073,0.005819352155694361,0.0016657149293664516,0.0016367968598103326,0.00902294786505632,0.0015846766079503285,0.001226811335263963,0.0014695441594479634
活体银耳,0.004640772845997597,0.0035594634536309164,0.009098931192133527,0.016648809537042467,0.0163874882124799,0.004997773525841775,0.0044390605019421535,0.004390904087565537,0.006556351882558113,0.00891074918111608,0.015950683284383455,0.005122174642748503,0.09465449937197405,0.0026702378877079907,0.007037293260355107,0.013506039207274,0.010755689090199616,0.003029806061191841,0.0014456277107746706,0.009463430116126126,0.002137191481863184,0.009307652332293052,0.0015846766079503274,0.0031438896043825887,0.007741197302527169,0.005867936556757,0.0024795290325214606,0.07742402716635716,0.0009140767824497254,1.0,0.002312420227357245,0.0018685577203697513,0.011347201485328019,0.0057740658073182445,0.00912896112177013,0.0014938194569327433,0.0020476847324553747,0.002137191481863184,0.0036372029869349326,0.001493819456932744,0.003521119837037813,0.01233999209325197,0.0044465478545828805,0.004514113221498732,0.015797173574298308,0.012837428602925253,0.007944886521713159,0.0014113421439566592,0.010204311872464063,0.0045481557779937795,0.005100280463646729,0.005087433295130456,0.005559680762521438,0.002187238094853572,0.007756038419596266,0.015112435217788187,0.0012932910015652317,0.015918052858963302,0.011103853369699863,0.0035075422393271364,0.0009140767824497258,0.0013931012163796008,0.005352210219043741,0.0057208261563410755,0.0058193521556943635,0.001665714929366452,0.0016367968598103339,0.009022947865056325,0.0015846766079503295,0.001226811335263964,0.0014695441594479639
