销售日期,花叶类,花菜类,水生根茎类,茄类,辣椒类,食用菌
2020-10-02,244.124,67.14500000000001,21.931,38.762,69.05399999999999,89.316
2020-10-03,298.341,44.49299999999998,18.497,63.535,84.72800000000002,60.052
2020-10-04,232.77599999999998,34.49099999999999,19.254000000000005,43.849000000000004,75.21000000000001,122.50100000000002
2020-10-05,294.62300000000005,92.27900000000002,79.75199999999995,31.128,87.93299999999998,126.518
2020-10-06,286.95899999999995,108.15700000000004,25.784,42.318,81.727,124.059
2020-10-07,255.37800000000001,56.26600000000002,52.907,29.085,63.150999999999996,80.421
2020-10-08,252.73000000000002,49.58,31.95200000000001,33.49,72.02300000000002,328.488
2020-10-09,162.518,55.845,51.47599999999999,24.289,51.243,57.258
2020-10-10,175.163,37.393,22.07,26.814000000000004,52.510999999999996,75.63
2020-10-11,238.081,60.47000000000001,57.223000000000006,34.726,70.214,163.664
2020-10-12,170.21200000000002,34.815000000000005,38.33300000000001,17.876,48.979000000000006,102.385
2020-10-13,177.945,47.32100000000001,50.519,23.119,49.11600000000001,48.021
2020-10-14,182.96,48.259,46.20699999999998,13.742,46.36000000000002,73.831
2020-10-15,190.238,59.623999999999995,42.162,19.447000000000003,45.236000000000004,72.91
2020-10-16,170.76999999999998,88.36099999999999,58.973000000000006,20.139,44.67,69.80499999999998
2020-10-17,248.76199999999994,109.311,87.11999999999998,30.555999999999997,96.27700000000002,115.55699999999995
2020-10-18,226.73499999999999,91.597,79.33800000000002,36.361000000000004,88.24699999999993,113.125
2020-10-19,152.709,57.412,40.6,20.03,56.69,58.33800000000001
2020-10-20,186.078,30.898999999999997,49.43399999999999,13.777,49.295999999999985,45.419
2020-10-21,168.765,40.55500000000001,21.201000000000004,15.326999999999998,48.047000000000004,56.114000000000004
2020-10-22,117.23500000000001,26.166000000000004,35.91699999999999,14.724999999999998,50.037,94.68800000000002
2020-10-23,211.91400000000004,23.853999999999996,30.801000000000002,14.427,43.75800000000002,114.306
2020-10-24,282.1070000000001,31.113000000000007,67.93199999999999,22.221,77.09700000000001,115.39
2020-10-25,223.39700000000002,43.114000000000004,71.16,30.136000000000003,72.53700000000002,104.16
2020-10-26,157.373,22.371000000000002,20.666000000000004,10.797,45.43900000000001,62.363
2020-10-27,154.566,23.305,21.273000000000003,13.444,45.479000000000006,56.508
2020-10-28,167.542,30.296999999999997,32.41799999999999,12.238,49.39500000000001,75.21100000000001
2020-10-29,120.551,24.902,15.828000000000005,14.436000000000002,52.654,81.051
2020-10-30,148.243,28.939000000000004,18.769,12.192,46.45200000000002,74.22999999999999
2020-10-31,248.102,82.70100000000001,79.26499999999999,16.499,81.29200000000003,135.284
2020-11-01,206.95600000000002,69.06199999999994,71.33200000000004,15.407,73.72200000000004,127.96700000000001
2020-11-02,144.442,32.726,15.053,11.378,54.351000000000006,78.321
2020-11-03,135.067,51.94500000000001,15.727,10.846,66.83400000000002,64.34100000000001
2020-11-04,122.114,67.527,18.183,10.702,59.73100000000001,195.33999999999997
2020-11-05,146.32700000000003,57.35400000000001,8.347,9.067,45.282,129.089
2020-11-06,142.586,95.13599999999997,13.442999999999998,7.22,49.286999999999985,80.15299999999999
2020-11-07,223.59299999999996,121.45300000000003,71.41299999999997,10.878,69.73800000000001,122.89600000000002
2020-11-08,209.80800000000005,125.59099999999998,58.20700000000001,16.906,78.90700000000004,124.49199999999999
2020-11-09,144.911,57.59200000000003,14.579,10.063,64.61600000000006,63.21999999999999
2020-11-10,157.962,25.698000000000004,12.102999999999998,9.573999999999998,54.663000000000025,64.18
2020-11-11,150.867,63.250000000000036,17.155,15.584999999999999,65.834,64.52199999999999
2020-11-12,151.144,13.405999999999999,15.237,15.508,58.85100000000001,68.656
2020-11-13,141.977,60.30600000000001,13.766,8.044,70.24600000000001,67.676
2020-11-14,207.145,84.00099999999996,58.12699999999999,18.145999999999997,71.84,92.79299999999998
2020-11-15,227.23099999999997,77.79799999999994,45.35299999999999,17.736,74.07800000000006,73.10799999999998
2020-11-16,140.087,48.63999999999999,14.449999999999998,15.671999999999999,45.34500000000001,54.363
2020-11-17,222.51700000000005,43.621,24.762,12.224,43.48600000000001,131.97899999999998
2020-11-18,203.322,50.43799999999998,19.171,15.946,45.407,99.089
2020-11-19,207.79999999999995,77.165,22.977000000000004,12.808,59.11100000000002,90.297
2020-11-20,244.55499999999995,52.701,22.48,9.804,53.492,70.88799999999999
2020-11-21,460.10300000000007,114.06599999999997,95.37499999999996,25.15,79.34399999999998,169.382
2020-11-22,371.968,119.59599999999996,67.53799999999998,26.933,99.22100000000003,160.154
2020-11-23,294.31100000000004,74.62300000000002,34.986999999999995,15.902000000000001,59.05600000000001,195.788
2020-11-24,220.18899999999996,60.92700000000001,44.692000000000014,13.897,52.15699999999999,117.661
2020-11-25,237.71299999999994,37.137,38.69699999999998,13.199,39.053999999999995,95.58100000000002
2020-11-26,282.92300000000006,34.766,24.098999999999997,12.867999999999999,48.086000000000006,110.27600000000001
2020-11-27,225.59599999999998,28.934,23.178000000000004,13.174999999999999,53.116000000000014,112.979
2020-11-28,400.2950000000002,79.44100000000003,30.289,18.759,82.48500000000007,187.133
2020-11-29,287.707,77.33500000000004,31.494,20.702,66.15100000000004,168.21800000000002
2020-11-30,207.353,41.15599999999999,18.481,18.29,54.214000000000006,100.486
2020-12-01,287.797,25.82,25.028999999999996,9.271,47.88200000000002,99.477
2020-12-02,213.665,24.46,22.979000000000006,9.603000000000002,48.73999999999999,185.141
2020-12-03,274.0970000000001,27.342,35.348,12.913,48.79499999999999,97.39499999999998
2020-12-04,242.52900000000005,27.457,87.24999999999997,11.517000000000001,42.929000000000016,110.875
2020-12-05,306.95900000000006,72.11599999999999,43.518,18.692999999999998,50.319999999999986,155.115
2020-12-06,367.129,67.96799999999999,93.76100000000002,18.881,61.76999999999999,234.20499999999998
2020-12-07,197.71800000000002,29.017000000000003,60.12700000000001,10.537,39.565999999999995,91.333
2020-12-08,183.97999999999996,29.686,78.34500000000001,10.904000000000002,37.891000000000005,89.02799999999999
2020-12-09,180.673,20.825000000000003,39.897,9.89,36.059000000000005,80.16399999999999
2020-12-10,188.53900000000002,20.405,48.44800000000001,11.411000000000001,45.746999999999986,89.363
2020-12-11,212.51,30.644,55.35800000000001,14.918000000000001,44.514,94.153
2020-12-12,269.619,65.466,71.47000000000001,11.965,54.73099999999998,174.119
2020-12-13,375.78100000000006,78.67,73.578,20.845,76.78399999999999,197.615
2020-12-14,197.654,33.376,65.517,12.715000000000002,48.39399999999999,83.08899999999998
2020-12-15,203.808,33.43,51.18,10.295,41.06599999999999,99.76400000000001
2020-12-16,152.029,26.064999999999998,47.282,9.313,34.839999999999996,74.212
2020-12-17,167.799,31.098000000000003,47.928999999999995,12.153999999999998,33.18000000000001,94.65199999999999
2020-12-18,150.625,26.454,63.361999999999995,19.541,41.80099999999998,86.25999999999999
2020-12-19,266.54999999999995,60.29000000000001,85.82499999999999,14.524000000000003,68.24000000000001,154.681
2020-12-20,276.911,89.85100000000004,77.31299999999999,14.385999999999997,64.273,141.972
2020-12-21,136.041,37.057,48.46800000000001,12.997,30.845999999999997,84.04500000000002
2020-12-22,152.185,27.346,38.698,11.078999999999999,38.61500000000001,75.88600000000001
2020-12-23,143.732,39.82300000000001,43.829999999999984,9.4,41.73800000000001,67.60399999999998
2020-12-24,218.53299999999996,39.293000000000006,61.28800000000001,9.801,37.463,75.62599999999999
2020-12-25,159.65400000000002,33.711,65.984,10.328,53.083,148.943
2020-12-26,285.22400000000005,62.71700000000001,103.905,16.19,52.907000000000004,135.65800000000002
2020-12-27,288.7550000000001,51.016,93.232,11.873999999999999,52.74499999999999,118.129
2020-12-28,251.455,33.94900000000001,63.26200000000001,13.266,45.863,69.819
2020-12-29,223.51200000000003,33.714,54.92400000000001,12.741,28.906,79.64699999999999
2020-12-30,146.39,33.438,75.74199999999999,16.317999999999998,32.167,66.631
2020-12-31,179.177,23.092,73.30499999999999,20.724999999999994,45.584,120.94499999999998
2021-01-01,224.79699999999994,55.985,91.56899999999996,18.037,67.73300000000002,136.33800000000002
2021-01-02,212.91099999999997,31.83299999999999,102.214,18.302,61.501999999999995,115.296
2021-01-03,224.88000000000002,50.09000000000001,76.50499999999998,13.385,73.79700000000001,103.87100000000001
2021-01-04,177.80100000000002,24.728,68.248,9.866999999999999,58.505000000000024,95.499
2021-01-05,154.654,49.04899999999999,89.14399999999999,14.439,37.556000000000004,83.705
2021-01-06,176.824,51.711000000000006,49.852,13.689000000000002,44.528,81.46199999999999
2021-01-07,161.628,42.42700000000001,54.723,12.560000000000002,50.18300000000001,96.002
2021-01-08,234.46200000000002,29.703000000000003,53.903999999999996,12.049,37.342,90.415
2021-01-09,233.42699999999996,47.188,90.49000000000001,17.964999999999996,78.49800000000003,129.83299999999997
2021-01-10,250.6449999999999,57.69599999999999,79.56299999999999,23.755000000000003,68.36500000000001,137.986
2021-01-11,182.204,28.862,47.911,15.840999999999996,46.767999999999994,81.67
2021-01-12,173.44899999999998,18.847,55.595,6.304,35.595,73.283
2021-01-13,172.10100000000006,25.301000000000005,40.615999999999985,0.0,37.065000000000005,76.68400000000001
2021-01-14,148.94700000000003,34.119,43.510000000000005,18.643,39.296,75.96300000000001
2021-01-15,171.213,30.979,51.428000000000004,14.643999999999998,39.211000000000006,101.38300000000001
2021-01-16,252.82500000000005,45.807,82.624,20.109,76.174,150.015
2021-01-17,228.99100000000004,45.209999999999994,67.482,24.613,74.53400000000002,141.49200000000002
2021-01-18,167.119,33.17,48.095,10.266000000000002,48.16600000000001,72.532
2021-01-19,216.05500000000012,33.818,42.265,9.304,50.82700000000001,74.431
2021-01-20,197.82400000000004,33.626999999999995,44.54600000000001,19.321,51.05800000000001,90.131
2021-01-21,219.93,27.552999999999994,48.089,23.411,57.72400000000001,63.013000000000005
2021-01-22,218.13600000000002,32.63599999999999,48.72800000000001,12.332999999999998,54.45,88.796
2021-01-23,214.815,48.218,66.893,20.333,87.038,117.52099999999999
2021-01-24,350.342,56.086000000000006,88.66399999999999,23.807000000000006,99.11499999999997,127.934
2021-01-25,224.14900000000003,34.55400000000001,86.892,20.040999999999997,68.681,79.11599999999999
2021-01-26,215.643,36.857,59.221999999999994,16.078000000000003,57.95400000000001,101.36200000000001
2021-01-27,208.029,50.986,50.075,11.937000000000001,105.094,108.75599999999999
2021-01-28,160.38400000000001,47.788,58.17999999999999,17.791999999999998,70.07499999999999,80.92699999999999
2021-01-29,151.962,56.588,48.372,15.072,66.02899999999998,69.32400000000001
2021-01-30,236.7770000000001,63.124,39.938,23.083999999999996,91.79599999999996,94.904
2021-01-31,249.26899999999995,37.907,47.57299999999999,24.61,84.451,104.054
2021-02-01,181.62099999999998,25.144000000000005,50.339999999999996,13.664000000000001,71.64000000000001,69.564
2021-02-02,193.79100000000005,41.32800000000002,47.323,24.133000000000003,92.14500000000001,88.048
2021-02-03,223.102,84.61500000000001,36.09100000000001,14.937999999999999,79.053,91.56400000000001
2021-02-04,197.83200000000005,69.983,61.4,27.715999999999998,96.19400000000002,111.069
2021-02-05,194.292,58.16900000000001,56.389999999999986,25.906000000000002,124.44799999999995,95.22200000000001
2021-02-06,212.81700000000006,75.497,55.47199999999999,39.051,194.84199999999993,119.69600000000001
2021-02-07,193.77800000000002,53.68199999999999,101.527,43.63499999999999,159.90399999999994,147.812
2021-02-08,234.405,122.21499999999997,124.54999999999998,58.32599999999999,289.227,240.20499999999996
2021-02-09,282.5579999999999,139.05599999999998,211.43099999999998,87.91199999999995,423.69600000000014,326.99300000000005
2021-02-10,499.84799999999996,167.05499999999995,296.79200000000003,118.93100000000001,505.88799999999986,511.136
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-13,243.48499999999996,22.759,50.0,28.96699999999999,104.48499999999997,74.51899999999998
2021-02-14,195.74,16.607,65.073,25.059999999999995,116.81200000000003,164.586
2021-02-15,300.13,41.12299999999999,68.394,39.65500000000001,168.27200000000002,210.745
2021-02-16,253.696,40.493,67.81900000000002,31.64699999999999,151.649,174.60999999999999
2021-02-17,180.05200000000002,33.589000000000006,53.631999999999984,30.358000000000004,133.64599999999996,144.793
2021-02-18,227.336,56.001000000000005,62.32699999999999,18.170000000000005,105.69700000000002,130.174
2021-02-19,184.16899999999998,47.197,73.04399999999998,13.768999999999998,116.06999999999994,92.327
2021-02-20,175.262,39.445,60.61200000000001,21.798,119.30599999999998,88.79400000000001
2021-02-21,144.85500000000002,35.248000000000005,38.554,33.803,80.42299999999994,79.40299999999999
2021-02-22,139.49099999999999,30.813,40.444,15.47,72.83400000000003,66.554
2021-02-23,136.04999999999998,24.456000000000003,44.084,25.428999999999995,85.42500000000001,77.586
2021-02-24,190.15800000000002,37.41,54.382,22.668000000000006,60.04300000000003,88.233
2021-02-25,156.613,39.88499999999999,74.02699999999999,34.617999999999995,100.11800000000002,110.55699999999999
2021-02-26,276.322,70.06400000000002,72.508,31.286000000000005,135.77700000000007,159.095
2021-02-27,218.03999999999996,74.70400000000001,45.650999999999996,22.579,122.32200000000009,116.814
2021-02-28,305.647,54.382000000000026,49.705,27.705,114.67700000000005,111.76400000000001
2021-03-01,241.709,28.578999999999994,29.047999999999995,27.232,97.068,79.404
2021-03-02,182.98400000000004,40.61,46.406,16.540999999999997,83.36299999999999,62.044
2021-03-03,186.008,22.009999999999998,20.757,23.654,80.74900000000002,71.027
2021-03-04,145.281,18.951999999999998,28.177000000000003,20.344,93.076,72.465
2021-03-05,211.185,41.955,35.138000000000005,22.986,101.49799999999998,82.585
2021-03-06,288.817,64.332,61.735000000000014,38.176,167.58300000000006,151.214
2021-03-07,257.8090000000001,84.58599999999998,36.88899999999999,26.747999999999998,122.56800000000007,125.428
2021-03-08,211.74599999999998,45.65,26.921,19.815,80.39899999999997,78.721
2021-03-09,170.907,34.07300000000001,42.608,20.837999999999997,66.89500000000001,143.511
2021-03-10,119.59899999999999,25.101,24.890999999999995,14.35,59.548,91.994
2021-03-11,158.35700000000003,30.749000000000002,31.801000000000002,16.37,57.357000000000006,75.477
2021-03-12,152.44,31.282000000000004,21.764,23.836000000000006,102.13100000000003,84.232
2021-03-13,169.055,43.017,47.08599999999999,26.434000000000005,104.08899999999997,101.865
2021-03-14,176.032,41.129999999999995,30.295,17.721000000000004,117.0890000000001,75.95
2021-03-15,90.812,28.603,22.596999999999998,13.658000000000001,85.656,40.422999999999995
2021-03-16,100.12100000000001,19.792,19.772,13.576999999999998,72.126,44.843999999999994
2021-03-17,107.65299999999999,29.326000000000008,19.493,19.312999999999995,83.75500000000001,44.029
2021-03-18,128.058,29.081000000000003,20.852,11.866,73.73299999999999,65.501
2021-03-19,140.89300000000003,42.902,39.291999999999994,16.235000000000003,67.50900000000003,69.141
2021-03-20,267.97900000000004,34.37699999999999,39.983999999999995,21.476999999999997,117.89000000000007,77.235
2021-03-21,199.712,51.41300000000001,41.705,17.948999999999998,112.17600000000002,94.838
2021-03-22,115.02199999999999,30.625000000000004,10.113,11.560999999999998,70.689,50.80199999999999
2021-03-23,134.70600000000002,28.634000000000004,13.349,19.311999999999998,66.93100000000003,48.17399999999999
2021-03-24,103.505,27.331,14.013,15.112999999999996,42.48400000000001,35.583
2021-03-25,86.632,25.174,15.827,14.621,50.798000000000016,46.89
2021-03-26,167.327,48.955999999999996,40.178,21.313,60.937,83.562
2021-03-27,199.72700000000003,51.80500000000001,43.191,26.110999999999997,78.79400000000004,69.65799999999999
2021-03-28,161.16400000000002,50.11899999999999,30.709999999999997,19.628000000000004,78.41000000000001,55.673
2021-03-29,111.30799999999999,60.43399999999999,15.5,16.139,62.15400000000003,47.327000000000005
2021-03-30,130.803,26.924,14.905,21.407,57.85099999999999,32.144999999999996
2021-03-31,143.29399999999998,28.740000000000002,19.503,21.648999999999994,59.25500000000002,45.089
2021-04-01,162.291,39.10900000000001,20.743,20.604,52.994000000000014,48.978
2021-04-02,178.70999999999998,69.53,37.764,20.665000000000006,70.727,72.574
2021-04-03,212.267,68.59300000000002,38.786,32.709999999999994,100.32300000000004,75.73899999999999
2021-04-04,192.02100000000002,71.45599999999999,33.94999999999999,22.976,88.24400000000003,61.708999999999996
2021-04-05,178.469,76.70099999999998,24.240999999999996,16.491999999999997,112.57700000000006,68.04899999999999
2021-04-06,55.611000000000004,13.129999999999999,3.6220000000000008,3.138,35.07500000000001,11.671000000000001
2021-04-07,198.107,26.938999999999993,17.735,16.213,62.90000000000002,47.80499999999999
2021-04-08,136.899,22.294,9.581999999999999,20.31900000000001,52.59600000000002,35.491
2021-04-09,145.02599999999998,51.978,29.704,17.451,54.273999999999994,31.400999999999996
2021-04-10,203.93,50.18599999999999,22.752999999999997,25.525,84.83999999999999,60.28699999999999
2021-04-11,211.61899999999997,47.111999999999995,22.195999999999998,24.901999999999997,94.32600000000002,52.29
2021-04-12,148.371,32.027,4.178,10.203000000000001,38.756,43.328
2021-04-13,127.207,28.592999999999996,5.553,13.399999999999999,51.48000000000001,40.041
2021-04-14,151.82999999999998,30.119999999999994,19.197000000000003,18.975,47.05200000000001,41.38700000000001
2021-04-15,130.08100000000002,27.05,17.098,12.151,44.413,40.15
2021-04-16,130.808,40.232,19.018,15.370999999999999,62.197,47.162
2021-04-17,194.951,77.636,35.302,20.407,72.26599999999998,70.817
2021-04-18,194.451,48.31499999999999,22.237,28.972,118.063,56.60700000000001
2021-04-19,134.781,25.092,12.658000000000001,17.311,59.01499999999999,36.293
2021-04-20,150.71499999999997,30.33799999999999,12.167000000000002,16.234,64.06200000000003,37.650999999999996
2021-04-21,182.939,49.74799999999999,13.078000000000003,26.621999999999996,50.68400000000001,31.173000000000002
2021-04-22,150.806,34.614999999999995,11.639999999999999,15.227000000000002,47.90499999999999,40.03999999999999
2021-04-23,171.226,47.03499999999999,10.413,27.427000000000003,53.397,49.109
2021-04-24,264.803,107.30900000000001,17.178,37.796,102.50100000000003,78.6
2021-04-25,221.785,94.264,11.454,24.708,71.04700000000003,37.69199999999999
2021-04-26,151.258,43.11800000000001,11.870999999999999,12.618000000000002,60.71600000000001,37.391999999999996
2021-04-27,135.21599999999998,26.490000000000002,9.127,31.04200000000001,50.15000000000002,26.080000000000002
2021-04-28,125.4,29.405,7.359,27.487000000000002,47.18900000000002,33.609
2021-04-29,134.89800000000002,33.858000000000004,8.818,15.704999999999998,54.543000000000006,32.548
2021-04-30,138.585,38.125,14.856,26.785999999999998,52.864999999999995,34.271
2021-05-01,171.826,57.443000000000005,18.075,19.976,77.39599999999997,50.81000000000001
2021-05-02,198.544,36.466,17.439,22.784000000000002,80.42,47.435
2021-05-03,226.26500000000004,37.613,18.742999999999995,25.174999999999997,83.41900000000001,54.995000000000005
2021-05-04,200.98499999999999,37.83800000000001,8.799,18.031999999999996,43.846000000000004,42.643
2021-05-05,203.532,34.156000000000006,15.351999999999997,17.339,72.08,60.989
2021-05-06,151.83999999999997,21.198999999999995,5.992,22.682,73.00599999999997,30.192
2021-05-07,147.50799999999998,26.046000000000003,6.436,20.723999999999997,73.96200000000003,33.543
2021-05-08,160.786,28.122,11.456999999999999,22.624999999999996,69.52900000000001,33.330999999999996
2021-05-09,216.66800000000003,37.443,21.145000000000003,30.75,95.07500000000003,44.849000000000004
2021-05-10,157.721,30.865999999999996,8.06,24.956000000000003,60.82500000000002,26.427
2021-05-11,190.06,27.767999999999994,8.963000000000001,26.533,46.524,29.889
2021-05-12,182.519,19.252,6.0809999999999995,19.247,42.616,31.02
2021-05-13,157.293,24.095000000000002,14.948999999999998,20.687000000000005,47.949,29.537000000000003
2021-05-14,191.11599999999999,40.997,11.412,32.193,51.909000000000006,29.278000000000002
