销售日期,花叶类,花菜类,水生根茎类,茄类,辣椒类,食用菌
2020/9/6,7.79824361,11.13337844,7.622128058,9.929873941,8.66103083,10.77623866
2020/9/7,7.85462114,11.17241117,7.696840158,9.579383818,8.787682609,11.73503971
2020/9/8,7.381989402,11.18114263,8,9.655045338,8.847879982,13.7806848
2020/9/9,7.458592158,11.11029636,8.423320451,8.757910473,9.02791808,12.44810164
2020/9/10,7.109694043,11.52441599,8.322936793,9.161149208,10.23136189,12.37378524
2020/9/11,7.007592937,9.212251887,8.28913499,7.555611063,10.32583831,12.06760476
2020/9/12,7.295201814,10.41869534,8,8.964550932,10.7613931,10.85256857
2020/9/13,6.874256204,10.06613275,8.499279577,9.781118419,10.63195538,12.51645509
2020/9/14,6.717826028,10.53931867,8.39536893,8.408144292,10.56376931,14.27921148
2020/9/15,6.940655439,10.23656202,9.520682658,7.732764479,10.37926827,12.64175766
2020/9/16,6.453667441,10.33494819,7.382452971,8.504409635,11.56550592,12.65529043
2020/9/17,7.346444745,10.15051458,7,7.711743151,11.84969119,9.861387198
2020/9/18,7.235973003,10.09799675,7.773816841,7.837232887,10.68013313,12.83779352
2020/9/19,6.950560893,9.298535524,8.166620172,7.954679997,10.25111251,9.700076008
2020/9/20,6.8948572,8.980391424,8.18219514,7.371051743,11.25581555,13.11062674
2020/9/21,6.590191411,9.35691868,8,7.387674909,11.32691784,9.840334336
2020/9/22,7.266022227,10.59185919,8.216938214,6.884310004,11.25017336,15.1603449
2020/9/23,7.208627595,11.13555611,8.433517634,6.833311126,12.09017247,11.17930152
2020/9/24,7.756685763,12.32481002,7.888447751,6.90952381,12.04772016,12.54937634
2020/9/25,7.662571858,13.12908737,8.630564843,6.349579705,12.30851719,11.91394689
2020/9/26,7.797021055,12.40702653,8.26511925,6.658979026,11.31713807,11.79663686
2020/9/27,7.545445992,11.68735402,8.248789282,7.122443016,11.50820985,11.40762527
2020/9/28,8.200027842,12.08203125,8.452744288,6.09189718,10.8016092,11.92804979
2020/9/29,8.177671138,12.1533535,8.199129894,5.952020713,10.00555975,12.34672529
2020/9/30,7.767322121,12.21238749,8.197073753,5.959365939,10.12450958,12.20579025
2020/10/1,8.069281646,12.10963717,8.129705904,5.783664799,10.57994445,13.11656034
2020/10/2,8.091971293,12.0314841,8.646755734,5.327444404,10.67221015,10.72014197
2020/10/3,7.548617857,11.93810262,8.276369141,5.360893995,10.57420215,12.94873776
2020/10/4,7.443275939,11.51274245,8.175340189,5.208164382,10.69712804,8.56895209
2020/10/5,6.538562841,9.242882996,8.154478885,5.938062195,11.02386362,9.881204256
2020/10/6,7.742133894,7.453368714,8.084238287,6.209083605,11.25864892,9.347668448
2020/10/7,7.327397035,9.867699854,8.025176253,6.607172082,12.00288832,12.98758285
2020/10/8,7.549068176,9.196127471,8.173510265,6.218722007,11.82614998,4.125448723
2020/10/9,8.033633198,11.64924344,7.685756469,7.048416979,11.12744375,9.90404485
2020/10/10,8.239759538,10.16725055,8.048391482,6.640635489,10.61333054,10.64576755
2020/10/11,7.832317573,11.19398049,8.045506178,7.095749582,11.25972313,7.022395884
2020/10/12,7.250922379,9.673129398,7.75530222,7.421906467,10.93828784,6.957132392
2020/10/13,6.681427407,8.939075675,7.918446525,7.340196375,11.13496213,11.08227234
2020/10/14,7.283756012,9.003916368,8,7.349366904,11.31437015,9.799506982
2020/10/15,7.130589052,7.935220716,7.677102604,6.844222759,11.07923778,9.496384584
2020/10/16,7.167956901,7.934563891,7.790141251,6.568886241,10.47648086,11.52397679
2020/10/17,7.048721268,9.038596299,7.945087236,6.481306454,9.237940526,10.83123826
2020/10/18,7.129424218,8.933764206,7.89079634,6.428288551,9.400351287,11.83787845
2020/10/19,6.420420538,8.540096147,7.939901478,6.405841238,9.631712824,9.64864068
2020/10/20,6.618740528,8.384802097,7.878181009,6.386789577,9.825851996,11.20581695
2020/10/21,6.390899772,8.802145235,7.676619027,6.825288706,10.18387829,9.723612646
2020/10/22,6.779932614,8.524879615,7.598630175,7.118179966,9.818650199,9.575367523
2020/10/23,5.452301405,9.286408988,7.975000812,6.67491509,10.61131679,9.23025213
2020/10/24,5.871470754,8.94606756,7.788729906,6.599864993,9.802485181,8.346217177
2020/10/25,6.313986311,8.894790555,7.772962338,6.638439076,10.42641686,8.781384409
2020/10/26,5.952863579,9.537213357,8,6.568306011,10.16171571,8.75099017
2020/10/27,5.448336633,9.822870629,7.95129977,6.342011306,10.16714088,8.868478799
2020/10/28,5.698278641,9.05607816,6.902276513,6.174865174,10.17481122,8.083232506
2020/10/29,5.827271445,8.669825717,8,6.505209199,10.11793216,8.167450124
2020/10/30,5.557746403,8.402757524,7.814587884,6.886204068,10.85018083,8.861538462
2020/10/31,5.617926498,8.615663656,7.856128178,6.18941754,10.89070265,9.904319801
2020/11/1,5.137558708,8.810170571,7.53858016,6.544557669,9.927283579,9.109551681
2020/11/2,4.668945321,8.288418994,8,6.366426437,10.86429689,8.635364717
2020/11/3,4.755580564,8.475664645,7.810644115,6.511119307,8.252877278,8.284499775
2020/11/4,4.682838987,7.029306796,8,6.599925248,8.377807169,4.044066755
2020/11/5,4.772361902,6.984611361,8,6.538016985,10.6571397,5.145116935
2020/11/6,4.836298094,4.815918264,7.721341962,6.253351801,9.853442084,6.888550647
2020/11/7,4.706331594,5.7945905,7.694593421,6.2712631,10.66444119,9.557544591
2020/11/8,4.76941966,5.615911968,7.909804663,6.160534721,9.124741785,9.213258683
2020/11/9,4.769905666,6.064088762,7.839357981,6.143575475,8.327609261,7.425545713
2020/11/10,4.153531862,6.234882092,7.638106255,6.360058492,8.35830452,7.021128077
2020/11/11,3.895446983,5.759241107,8.945030603,6.089727302,8.970510678,6.135597161
2020/11/12,3.859192558,5.801432195,8.716020214,6.443435646,8.761645512,5.785277325
2020/11/13,3.68605901,5.51414453,8.309893942,5.975932372,8.062440566,5.996719664
2020/11/14,4.508087572,5.444954227,6.88951778,5.161809765,10.28533129,7.297242249
2020/11/15,4.486592058,5.440839096,6.865014442,5.499018945,9.592397203,5.924426875
2020/11/16,4.611525695,5.360230263,7.937439446,5.545290965,9.492834932,6.021503596
2020/11/17,3.824214779,5.470044245,7.665051288,5.639823298,8.807869199,3.755082248
2020/11/18,4.068981222,4.772830009,7.736581295,6.072858397,10.19184267,4.653442864
2020/11/19,3.277959577,4.694872027,8.682247465,6.751374141,9.196014278,5.803116383
2020/11/20,3.093883176,4.864860249,8.144039146,6.722868217,10.19376729,5.064101117
2020/11/21,3.178277038,4.276787123,8.176901704,6.652811133,9.702606372,5.130592389
2020/11/22,3.069921606,4.248590254,8,6.818542309,8.405990667,9.601328721
2020/11/23,3.452898465,4.086158423,8,6.490127028,8.44980019,5.86061965
2020/11/24,3.958419358,4.39944852,7.813657925,6.173490681,9.194942194,7.032053102
2020/11/25,3.461409347,4.108366319,7.643900044,6.468656716,9.888841092,8.404680847
2020/11/26,2.460154883,4.668768337,8,7.078831209,9.313625587,7.613524248
2020/11/27,2.972011915,4.699730421,7.734403313,7.846254269,8.851856314,7.981410705
2020/11/28,2.606113991,5.400939062,8,7.393837625,8.098854337,6.983734563
2020/11/29,2.832051358,5.470925196,8,7.565549222,9.266251455,8.099594574
2020/11/30,3.034571962,5.285508796,7.742871057,7.516096227,9.200132807,6.064898593
2020/12/1,2.566324875,5.435166538,8,8.39070219,8.795714465,6.44985273
2020/12/2,2.892063745,5.499264105,7.949083946,8.164427783,9.466454657,5.753803858
2020/12/3,2.512725057,5.941935484,7.726490891,8.973886781,10.58635926,8.076174342
2020/12/4,2.965007071,6.15751903,6.319587393,8.043414084,10.21080854,8.212682751
2020/12/5,2.743217172,5.858494648,7.226917597,8.018402611,11.74428458,8.867325533
2020/12/6,2.565475895,7.161958569,6.970051514,7.780859065,12.451695,7.433197413
2020/12/7,2.91340495,6.788434366,6.973788814,8.172534877,14.13460041,8.070270329
2020/12/8,2.846456137,7.121201913,6.863679877,8.468635363,13.57986329,8.80143101
2020/12/9,2.992613174,7.041152461,7.246610021,8.22082912,13.25237527,10.17691981
2020/12/10,2.866592058,6.736094095,6.688139861,8.215406187,13.32175662,9.124246053
2020/12/11,2.614894358,7.194426315,6.72842227,8.614827725,13.02645011,8.3361741
2020/12/12,2.823825472,7.096110958,8.12598293,9.096698705,14.23650947,9.073790913
2020/12/13,2.702633183,7.12876573,8.500448504,8.564547853,12.98026151,8.56625661
2020/12/14,3.126977445,6.845577661,6.482744936,8.554148643,13.91786585,10.04152174
2020/12/15,3.082648375,6.682261442,8.116998828,8.43409422,13.94864365,9.787223848
2020/12/16,3.31865894,7.295376942,8.034304809,8,16.17494834,9.522082682
2020/12/17,2.967626744,6.722104315,7.74524818,8.338489386,15.62141652,9.177424671
2020/12/18,3.749543568,7.04793226,8.256399735,8.074663528,15.47802684,9.641286807
2020/12/19,3.398260739,7.174523138,9.206420041,8,15.17981829,9.560424357
2020/12/20,3.295138149,7.222312495,8.888440495,8,15.44235993,8.570709717
2020/12/21,3.62848259,6.915130745,8.328175291,7.892898361,16.01991182,9.552089952
2020/12/22,3.177966291,7.288086009,8.273915965,8.225832656,15.12772757,9.089186411
2020/12/23,4.014904127,7.797805288,7.764750171,8.403085106,15.45537879,9.268031477
2020/12/24,2.891988853,7.349935103,7.850672236,8.12100806,16.66012332,8.762687436
2020/12/25,3.883376552,7.514520483,8.298193501,7.571649884,16.65151555,8.885552191
2020/12/26,3.056798867,8.606741394,8.437823011,7.858678196,19.97302814,8.074214569
2020/12/27,2.94489169,7.905911871,8.172902008,8.391611925,19.15450564,9.767020799
2020/12/28,2.881026824,7.574125895,8.145316304,8.779737675,19.45462791,9.755825778
2020/12/29,2.899123984,8.118407783,7.931068385,8.577898124,20.70702968,9.533376022
2020/12/30,3.789581256,8.474071416,8.242481054,8.985721289,20.72948674,9.276215275
2020/12/31,4.636529242,9.038195046,7.279953618,9.05384801,22.23013777,8.531200132
2021/1/1,4.343621134,8.990408145,6.858314495,8.829018129,20.84871185,9.147270754
2021/1/2,4.424850759,8.642477932,7.436486196,8.839143263,18.76083054,8.679784208
2021/1/3,4.154098186,9.263365941,7.026102869,8.896077699,17.16549995,9.417369622
2021/1/4,3.977816773,9.055483662,9.054287305,8.908584169,16.90748825,8.778870983
2021/1/5,4.584590117,8.748068258,8.727306381,8.933167117,19.39538289,9.053155725
2021/1/6,4.082476361,8.492003636,8.751444275,9.736430711,18.70463978,9.3326238
2021/1/7,4.680393249,8.947745539,9.177585293,9.798407643,17.72039535,9.744519906
2021/1/8,4.373224659,9.667339999,8.445124666,9.908457133,19.43203899,8.939445888
2021/1/9,5.16268298,11.14537594,8.957696983,9.964041191,17.70024969,9.236103302
2021/1/10,4.363195755,11.26209789,9.142666817,9.894043359,19.01830176,10.15917702
2021/1/11,4.270407894,11.74644862,8.515539229,9.887507102,19.72074495,9.582323987
2021/1/12,4.276359045,12.51589112,9.470312078,10,20.97833404,10.30255312
2021/1/13,4.741827183,12.06886684,9.734094938,10,20.20844462,10.16565385
2021/1/14,5.115692159,11.96374454,9.197081131,9.181676769,21.07743791,10.68991483
2021/1/15,5.252699269,12.4344556,9.072781364,9.267413275,19.27994695,10.54648215
2021/1/16,5.489192129,12.44702775,9.147426898,9.121438162,19.06516397,9.320911909
2021/1/17,5.223310086,13.3081221,9.782816158,9.227928331,22.04744412,8.804027083
2021/1/18,6.622668877,12.79596021,9.52901549,10.11455289,21.27156916,9.811843049
2021/1/19,4.813422508,12.39990538,9.539382468,10.12736457,22.04702225,8.517093684
2021/1/20,5.803922173,12.99104886,9.695685359,10.16541587,22.17994829,9.373316617
2021/1/21,5.128600009,13.02007041,9.643494354,10.28512238,23.53261035,9.268122451
2021/1/22,5.940341805,12.91965927,9.579871942,9.143193059,21.15894949,9.954662372
2021/1/23,5.241648861,12.53150276,9.855081997,9.310824768,19.96249224,10.21541682
2021/1/24,5.553085271,12.97086617,9.753022647,9.224219767,19.30066287,10.0471071
2021/1/25,5.208767382,11.82164728,9.825898817,9.451175091,20.2304684,11.23137671
2021/1/26,5.317424632,11.84533739,9.583600689,9.475059087,20.92433999,9.322058562
2021/1/27,5.869128823,10.57474601,9.818871692,9.553908017,16.66032504,9.989595057
2021/1/28,6.169198923,11.03310455,9.943210725,10.40703687,19.20361327,10.36406144
2021/1/29,5.516901594,10.021524,9.614529066,10.26592357,18.39912463,11.70439963
2021/1/30,5.238030721,10,9.784816466,12.11297869,18.42949366,10.88684565
2021/1/31,5.639764271,10,9.570638808,11.24624137,18.507769,11.15150403
2021/2/1,5.037050782,10,9.286869289,12.79083724,17.32573143,11.47522857
2021/2/2,4.766164579,10,9.041903514,13.42518543,16.2648695,9.84227694
2021/2/3,4.395998243,8.248147492,9.04607797,13.00026777,17.33280963,10.63170678
2021/2/4,5.133689191,8.300130032,8.971921824,12.35892625,17.4385076,10.69597457
2021/2/5,5.430609598,8.294658667,9.670792694,13.0071412,17.29914824,11.96857029
2021/2/6,4.899087009,8.367895413,9.955797519,12.1484213,14.05855719,10.69471829
2021/2/7,4.60898554,8.627621922,10.91927271,13.26985218,16.8303282,10.41464022
2021/2/8,5.258734242,7.869688663,11.13339221,13.29705449,16.30864822,9.866493204
2021/2/9,6.398296987,8.267065067,13.18057428,12.29340704,20.24300819,10.31683064
2021/2/10,7.2588827,9.028511568,14.39476805,12.05528752,24.52489602,10.73503099
2021/2/11,7.2588827,9.028511568,14.39476805,12.05528752,24.52489602,10.73503099
2021/2/12,7.2588827,9.028511568,14.39476805,12.05528752,24.52489602,10.73503099
2021/2/13,7.450777666,8,12.9,12,25.11769919,12.38816409
2021/2/14,6.549289874,8.34389113,14.24652314,12,24.63868609,7.93837629
2021/2/15,5.545137774,7.971524451,13.86414013,12,19.0983182,8.529486346
2021/2/16,5.98404626,8.330921394,14,12,19.61373171,8.376160586
2021/2/17,5.241165885,7.615380035,12,12,17.75691454,9.80729317
2021/2/18,5.714647042,6.549097338,12,12,17.51926734,9.389958056
2021/2/19,5.397337228,6.043371401,9.487842944,11.68256228,10.81258551,8.504658442
2021/2/20,6.135931348,6.47755102,11.98607536,10.93512249,11.90982683,9.317649841
2021/2/21,6.19023023,7.005135043,12.06868289,10.24435701,13.26303918,9.051869577
2021/2/22,5.400190693,6.290851264,10.35852042,9.802094376,13.36910783,8.782913123
2021/2/23,5.990443219,6.281975793,11.5130206,9.922647371,10.13626222,7.983556312
2021/2/24,5.045709357,6,10.79989702,9.144476795,11.40735473,8.740942731
2021/2/25,5.542049511,6,11.57256677,8.481252528,9.253061388,7.681970386
2021/2/26,5.475412019,7.003139986,11.43984112,8.950840632,9.353351451,7.827570948
2021/2/27,5.43862594,7.723883594,10.82583076,8.254395677,9.043383856,7.885219237
2021/2/28,4.731536053,7.500658306,9.961774469,9.104926909,9.255742651,7.621733295
2021/3/1,5.522616038,8.057314812,9.982787111,8.327555817,8.344171097,8.232315752
2021/3/2,6.331189612,8.130214233,9.946127656,8.030953389,8.748068088,8.852946296
2021/3/3,6.463861769,8.486169923,9.937370526,9.310306925,9.088206665,7.415546201
2021/3/4,5.690025537,8.294924019,9.964510061,8.61320291,6.302780523,7.160049679
2021/3/5,4.886211615,8.208747468,9.95161933,8,7.40187984,8.038917479
2021/3/6,5.062386217,8.198799975,9.943306066,8,7.449263947,7.478606478
2021/3/7,4.494618885,6.636270778,9.972891648,8.858531479,7.800817505,7.104171317
2021/3/8,5.333438176,7.084652793,9.988856283,8.953166793,7.248465777,8.207009565
2021/3/9,5.350227902,7.091597453,9.150018776,8.767923985,8.833069736,4.565545498
2021/3/10,5.642050519,7.860682841,8,8,8.115355679,5.638530774
2021/3/11,6.081208914,8.385410908,9.067029339,8.982467929,8.633931342,7.306991534
2021/3/12,6.398276043,8.554568122,8.450284874,8.99861554,6.81165366,7.906712413
2021/3/13,6.732740232,8.859009229,10.98543091,8.899939472,7.850796914,6.946193491
2021/3/14,6.767704736,9.150401167,10.86152831,9.258506856,6.073977914,7.044107966
2021/3/15,6.92062723,8.72418977,10.6416781,8,5.745068647,6.507626846
2021/3/16,6.287288381,8.646877526,10.58668825,8.152611033,5.683001969,7.110422799
2021/3/17,6.493754935,9.110209371,10.99030421,8,7.593383082,9.10012946
2021/3/18,6.653466398,8.241016471,10.69537694,8.247092533,6.877810478,7.06386162
2021/3/19,5.77543242,7.358444828,11.18090196,8.225069295,7.791778874,9.025038689
2021/3/20,6.759344576,8.42185182,11.45858343,8.890999674,6.888596149,8.654925876
2021/3/21,6.319044424,7.67813588,10.91423091,8.465875536,6.471619598,7.553820199
2021/3/22,6.862233312,8.688992653,11.27004845,8.334746129,5.894147604,8.613586079
2021/3/23,5.948317076,9.031920095,10.8180388,8.39405551,6.617053383,8.010736082
2021/3/24,6.801783489,8.78057883,10.7938343,8.316945676,7.774536296,9.639367114
2021/3/25,7.504628775,8.841105903,10.90958489,8.858080843,8.047249892,8.883877159
2021/3/26,7.768984085,9.266034807,11.01856738,8.546802421,7.868693897,7.399293937
2021/3/27,7.367456578,9.818009845,11.33333333,8.286392708,8.86909917,7.515903414
2021/3/28,7.682618947,9.623575889,10.61934223,8.33605054,7.672625941,7.715600022
2021/3/29,7.671924749,8.868716286,11.25187097,8.417374063,7.579531486,7.822532592
2021/3/30,7.078193925,10.32565741,11.24414626,8.355771477,8.563385248,9.509659356
2021/3/31,7.14657278,10.50173974,11.99128339,8.905261213,8.143049532,7.51418306
2021/4/1,7.106207984,8.960955279,12.71580774,9.311007571,8.094531456,9.127734901
2021/4/2,6.91648145,7.111405149,11.97150726,8.437357851,8.556647391,8.625945931
2021/4/3,7.44842863,8.253232837,9.983911721,8.645184959,8.783774409,9.971393866
2021/4/4,6.611864327,7.913849082,9.995110457,8.550748607,7.763372014,9.255392244
2021/4/5,6.705061383,8.86483879,8.547667175,8.552995392,6.039619105,8.343752296
2021/4/6,5.828832425,7.875399848,10.18221977,8.3722116,6.153853172,10.65032988
2021/4/7,6.771993922,7.893945581,10.14874542,7.322148893,8.457974563,8.361928669
2021/4/8,6.161463561,8.523728357,10.92965978,6.089965057,8.296471215,8.847651517
2021/4/9,6.929575386,7.679460541,10.65344735,9.459687124,8.294759922,10.29301615
2021/4/10,6.396915608,7.566652054,11.51043818,10.18131244,7.402006129,9.073116924
2021/4/11,6.730325727,6.90732722,11.64016039,10.16914304,7.280713695,8.825588067
2021/4/12,6.36269891,7.067536766,11.07419818,8.526315789,8.377593147,7.711789143
2021/4/13,6.116073801,6.833560662,10.37241131,8.349850746,6.675940171,6.833970181
2021/4/14,5.510389251,6.826195219,11.15580559,8.511304348,7.758093174,7.983250779
2021/4/15,5.705858657,6.35689464,10.96432331,9.018023208,8.011019296,9.857489415
2021/4/16,5.3651795,5.414809107,11.22378799,8.921410448,7.755766355,8.219935541
2021/4/17,5.839693051,5.860935648,11.61531925,8.440241094,6.666515374,7.991188556
2021/4/18,5.778498439,5.898851288,11.40702433,8.056882507,6.687012866,7.511915487
2021/4/19,5.658523086,5.154184601,11.30399747,8.032811507,6.868247056,9.71208222
2021/4/20,5.627849915,5.564499967,10.37560615,7.707589011,7.242821017,9.026379113
2021/4/21,4.641066148,4.705596205,10.15323444,6.819472617,7.351795438,8.814621628
2021/4/22,5.213834993,4.486996967,10.22835052,7.263965325,7.842926626,6.151673327
2021/4/23,4.928151099,4.593447433,10,6.839938746,8.257557541,8.781135841
2021/4/24,5.086862309,3.409479168,10,6.764964547,7.76967054,8.814536896
2021/4/25,5.049347792,3.435330561,10,7.730184556,8.283910651,7.525527963
2021/4/26,4.924212934,3.524263649,10.35717294,8.048834998,7.990842612,7.779059692
2021/4/27,4.735799018,3.655787089,10.06946423,7.073300689,7.81449651,9.109317485
2021/4/28,4.841508772,4.513055603,10.37423563,7.548572052,8.109686579,9.642893273
2021/4/29,4.708293674,4.037267411,10.51122704,7.859484241,7.802706122,8.572219491
2021/4/30,4.98773749,3.943496393,10.273021,8.583424177,9.166329329,8.225455925
2021/5/1,5.181052926,4.687777449,10.13399723,8.450490589,9.030660499,9.276012596
2021/5/2,5.366959465,4.959189382,10.22214577,7.290326545,9.524334743,9.27435438
2021/5/3,4.863373478,5.106053758,10.1149229,8.463086395,9.575300591,7.365487772
2021/5/4,5.304000796,4.719239918,10.25980225,8.09681677,11.23646399,9.351813897
2021/5/5,4.929715229,5.067279541,10.36021365,7.81175385,10.26930355,11.55935005
2021/5/6,5.40592334,5.926505967,10.40153538,8.199585574,7.417973865,10.4781399
2021/5/7,4.789037883,5.565038778,10.63300186,6.994547385,7.818631189,8.046883105
2021/5/8,5.084596918,5.521513406,10.4533473,7.637701657,8.193760877,8.767273709
2021/5/9,5.209952554,5.588547926,13.53085836,6.970861789,7.816450171,9.993765747
2021/5/10,4.099364067,5.505507678,14.07022333,6.896858471,7.069905467,9.203314792
2021/5/11,3.844249184,5.559528954,13.31362267,6.299084159,7.164543032,9.271451035
2021/5/12,4.195473348,5.64632246,11.62802171,5.677767964,7.679495964,7.881624758
2021/5/13,4.700357931,6.494998962,11.98675497,6.03908735,7.855771757,9.984087754
2021/5/14,4.625507022,6.002658731,10.86750789,5.173211568,7.03880252,11.2518683
2021/5/15,4.526135404,6.273033979,10,6.225206004,7.307970036,9.55143395
2021/5/16,4.841066288,6.7936314,10,5.386522174,5.699312296,9.441574859
2021/5/17,4.25414643,6.342480154,10,6.286440961,4.728727053,10.83872848
2021/5/18,4.450771335,7.075921281,10,5.086700584,5.17172417,10.33039049
2021/5/19,4.201475611,6.365977405,10,5.66255224,5.285992739,10.74744079
2021/5/20,4.312908882,6.426086451,10,5.399648284,6.056883232,9.734279347
2021/5/21,4.458398452,7.343476853,10,5.827789454,8.824502658,10.76375126
2021/5/22,5.198261217,7.920302042,10,6.997376669,5.27538813,9.912928842
2021/5/23,5.087157724,7.884566642,11.74125022,7.01045097,4.889950176,8.304151706
2021/5/24,5.280800371,7.398152673,10,7.015584111,5.855502812,10.76023222
2021/5/25,5.095407635,7.604351357,10,6.804336678,6.151963699,9.474431478
